string_field_0,string_field_2,string_field_3,string_field_45,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_44,string_field_43,string_field_5
United States of America,30-34,11,"$100,000 - $120,000",,JavaScript,,,,,SQL,,C++,C,Perl,,lua,I enjoy going to work,Linux,Start Up (1-25)
United States of America,25-29,41310,"$20,000 - $40,000",Java,,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
Australia,35-39,11,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United States of America,20-24,41310,"<$20,000",,JavaScript,CSS,PHP,Python,,,,,C,,,Go,I'm not happy in my job,Linux,Mature Small Business (25-100)
Africa,30-34,11,"$40,000 - $60,000",,,,,Python,,,,,,,,,So happy it hurts,Linux,Mid Sized (100-999)
India,25-29,41435,"<$20,000",,,,,,,,,,,,,Network,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United Kingdom,25-29,11,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United States of America,20-24,41310,"$20,000 - $40,000",,,,,,,SQL,,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United Kingdom,35-39,11,"$60,000 - $80,000",,,,,,,SQL,,C++,C,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
Canada,20-24,41435,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,VB.NET,I enjoy going to work,Windows 7,Mid Sized (100-999)
Australia,35-39,11,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,C++,C,Perl,,,I enjoy going to work,Linux,Mid Sized (100-999)
United States of America,35-39,11,"$80,000 - $100,000",,,,,,,,,,,,None,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United States of America,30-34,11,"$80,000 - $100,000",,,,,,,SQL,,,,,,"pl/sql, Java",I enjoy going to work,Windows 7,Start Up (1-25)
Other Europe,25-29,41435,,Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,C,,,,,Linux,Mature Small Business (25-100)
United Kingdom,25-29,<2,"$40,000 - $60,000",,JavaScript,,PHP,Python,Ruby,,,,,,,,It pays the bills,Windows XP,Start Up (1-25)
United States of America,30-34,11,"$60,000 - $80,000",,JavaScript,,PHP,,,,,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
Other Europe,25-29,11,"$20,000 - $40,000",,,,,Python,,,C#,,,,,,I enjoy going to work,Linux,Mature Small Business (25-100)
Other Europe,25-29,41435,"$60,000 - $80,000",,,,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,Mid Sized (100-999)
United States of America,40-50,11,,,,,,,,,,,,,,Vb,I enjoy going to work,Windows XP,Mid Sized (100-999)
United Kingdom,20-24,41310,,,,,,,,,,,,,,,,,Start Up (1-25)
Other Europe,25-29,41435,,,,,,,,,,,,Perl,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United States of America,35-39,11,"$80,000 - $100,000",,,,,,,,,,,Perl,,,I'm not happy in my job,Linux,"Fortune 1000 (1,000+)"
Canada,30-34,41435,"<$20,000",Java,JavaScript,,PHP,,,SQL,C#,,,,,,It pays the bills,Windows Vista,Mature Small Business (25-100)
United States of America,20-24,41310,"$40,000 - $60,000",,,,,,,,C#,,,,,java,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,>60,11,"$80,000 - $100,000",,,,,,,SQL,,,C,Perl,,"bash, ksh",I enjoy going to work,Linux,Mid Sized (100-999)
Other Europe,30-34,11,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,Perl,,,So happy it hurts,Linux,Start Up (1-25)
United States of America,35-39,11,"$60,000 - $80,000",,,,,,,,,,,Perl,,PowerShell,I'm not happy in my job,Linux,"Fortune 1000 (1,000+)"
United Kingdom,25-29,41435,"$80,000 - $100,000",,,,PHP,,,,C#,,,,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
Australia,30-34,41310,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,,,,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United Kingdom,25-29,41435,"$20,000 - $40,000",,,,PHP,,,,,,C,Perl,,"Lua, SQL",I enjoy going to work,Linux,Start Up (1-25)
United States of America,25-29,41310,"$60,000 - $80,000",Java,,,,Python,,,,C++,,,,,I'm not happy in my job,Linux,"Fortune 1000 (1,000+)"
United Kingdom,40-50,11,,,,,,,,,,,,,None,,,Windows 7,"Other (not working, consultant, etc.)"
Russia,30-34,11,"<$20,000",,,CSS,,,,SQL,C#,,,Perl,,,I'm not happy in my job,Windows 7,"Fortune 1000 (1,000+)"
Other Europe,20-24,41310,"$60,000 - $80,000",Java,,,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Germany,35-39,11,,,,,,Python,,,,C++,C,Perl,,,I enjoy going to work,Linux,Mid Sized (100-999)
United States of America,25-29,41435,"$40,000 - $60,000",Java,JavaScript,CSS,,,,,,,,,,,I enjoy going to work,Windows XP,Mid Sized (100-999)
Canada,25-29,41435,"$60,000 - $80,000",,,CSS,PHP,Python,,SQL,,,,,,,I'm not happy in my job,Mac OS X,Start Up (1-25)
Other Asia,25-29,41310,"$40,000 - $60,000",Java,,,PHP,Python,,,,,,,,,I'm not happy in my job,Linux,"Fortune 1000 (1,000+)"
United States of America,30-34,11,"$60,000 - $80,000",Java,JavaScript,,,Python,,SQL,C#,,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
Germany,20-24,41435,"<$20,000",,,,PHP,Python,,,,C++,,,,Scala,I enjoy going to work,Linux,Start Up (1-25)
United States of America,25-29,41435,"$40,000 - $60,000",,,CSS,PHP,,,SQL,C#,C++,,Perl,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
United States of America,30-34,11,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,SQL,,,C,Perl,,,I enjoy going to work,Windows XP,Start Up (1-25)
Other Europe,25-29,41435,"<$20,000",,,CSS,PHP,,,,,,,,,AutoIt,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
United Kingdom,35-39,11,"$80,000 - $100,000",,,,,Python,,,,,C,,,Common Lisp,It pays the bills,Linux,"Fortune 1000 (1,000+)"
United Kingdom,25-29,41310,"$100,000 - $120,000",,,,,Python,,,,,,Perl,,,So happy it hurts,Linux,"Fortune 1000 (1,000+)"
Other Europe,40-50,11,"$40,000 - $60,000",,,,PHP,,,SQL,C#,,C,Perl,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United States of America,35-39,11,"$60,000 - $80,000",Java,,,PHP,,Ruby,SQL,,,,,,,I'm not happy in my job,Windows 7,"Fortune 1000 (1,000+)"
France,35-39,11,"$60,000 - $80,000",Java,,,,,,,,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,25-29,41435,"$80,000 - $100,000",,,,,,,,,,,,None,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
Other Asia,30-34,41310,"<$20,000",,,,,,,,,,,,None,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
United States of America,25-29,41310,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,Mature Small Business (25-100)
United States of America,25-29,41310,"$20,000 - $40,000",,,,,,,SQL,C#,,,,,,I'm not happy in my job,Windows XP,"Fortune 1000 (1,000+)"
Australia,25-29,41435,"$60,000 - $80,000",,JavaScript,,,,Ruby,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Other Europe,20-24,41310,,,,,,,,,,,,,,,,,"Other (not working, consultant, etc.)"
United States of America,51-60,11,"$60,000 - $80,000",,,,,,,,,,,,,"cobol, rexx, fortran, bash",I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
United States of America,< 20,41310,Student / Unemployed,,JavaScript,CSS,PHP,Python,,SQL,,,,Perl,,,So happy it hurts,Linux,Student
Italy,30-34,11,"$60,000 - $80,000",,JavaScript,,PHP,,,,,,,,,,I'm not happy in my job,Mac OS X,Start Up (1-25)
United States of America,20-24,41310,"$40,000 - $60,000",,,,,Python,,SQL,,,,,,Java,It pays the bills,Linux,"Fortune 1000 (1,000+)"
Canada,20-24,<2,"$40,000 - $60,000",Java,,,,,,,,,,,,Bash,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
Russia,25-29,41310,"<$20,000",,,,,Python,,,,,,,,lotusscript,It pays the bills,Linux,"Fortune 1000 (1,000+)"
United States of America,40-50,11,,,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows XP,Mature Small Business (25-100)
Other Europe,25-29,11,"<$20,000",Java,,,,Python,,,,C++,C,,,,I'm not happy in my job,Mac OS X,Start Up (1-25)
United States of America,40-50,11,">$140,000",,,,,Python,,,,C++,C,Perl,,Tcl,So happy it hurts,Linux,"Fortune 1000 (1,000+)"
Italy,30-34,11,"$20,000 - $40,000",Java,,,,Python,,,,,,,,,I enjoy going to work,Linux,Start Up (1-25)
Other Europe,25-29,41435,"$60,000 - $80,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
Australia,35-39,11,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,Mid Sized (100-999)
United States of America,40-50,11,">$140,000",Java,,,,,,,C#,C++,C,,,,So happy it hurts,Windows 7,Mature Small Business (25-100)
United States of America,30-34,11,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,C++,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United States of America,40-50,11,,,JavaScript,,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Mexico,35-39,41435,"$20,000 - $40,000",,,,,,,,,C++,C,,,,I enjoy going to work,Mac OS X,"Fortune 1000 (1,000+)"
Australia,35-39,11,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,Perl,,sh,It pays the bills,Windows 7,Mature Small Business (25-100)
Other Asia,25-29,11,"<$20,000",,,,PHP,,Ruby,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
Other Europe,35-39,11,"$20,000 - $40,000",Java,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
Canada,35-39,11,"$100,000 - $120,000",,JavaScript,,,Python,,SQL,,,C,,,Objective-C,I enjoy going to work,Mac OS X,Start Up (1-25)
United States of America,30-34,11,"$100,000 - $120,000",,JavaScript,,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United States of America,30-34,11,"$120,000 - $140,000",,,,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Mid Sized (100-999)
United States of America,35-39,11,">$140,000",Java,,,,,Ruby,SQL,,,,,,groovy,I enjoy going to work,Mac OS X,Start Up (1-25)
United States of America,30-34,41435,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,C,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United Kingdom,30-34,41435,"$60,000 - $80,000",,,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Australia,40-50,11,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,SQL,,,C,Perl,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United Kingdom,40-50,11,"$80,000 - $100,000",Java,,CSS,,,,SQL,,,,,,Objectve C,It pays the bills,Mac OS X,Mature Small Business (25-100)
Other Europe,25-29,41435,"$20,000 - $40,000",,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,I enjoy going to work,Linux,Start Up (1-25)
Russia,25-29,41435,"$40,000 - $60,000",,,,,,,,C#,C++,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
Australia,40-50,11,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,C,Perl,,ObjectiveC,I enjoy going to work,Linux,Mid Sized (100-999)
United States of America,30-34,11,"$120,000 - $140,000",Java,,CSS,PHP,,,SQL,C#,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
Italy,35-39,11,"$40,000 - $60,000",Java,JavaScript,,,Python,,,,C++,C,Perl,,,It pays the bills,Linux,"Fortune 1000 (1,000+)"
Australia,35-39,11,"$80,000 - $100,000",,,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United States of America,40-50,11,"$100,000 - $120,000",Java,,,,,,,,,C,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,35-39,11,"$100,000 - $120,000",Java,,CSS,,,,SQL,,C++,C,Perl,,"Common Lisp, Clojure, Scala, LaTeX",So happy it hurts,Mac OS X,"Fortune 1000 (1,000+)"
Russia,25-29,41435,"<$20,000",,JavaScript,,,,,SQL,C#,,,,,,I enjoy going to work,Windows Vista,Mature Small Business (25-100)
United States of America,35-39,11,"$120,000 - $140,000",Java,JavaScript,,,,Ruby,,,,,,,Scala,It pays the bills,Linux,"Fortune 1000 (1,000+)"
South America,30-34,41435,"<$20,000",,JavaScript,,PHP,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Mexico,35-39,11,"$20,000 - $40,000",Java,JavaScript,,,,,SQL,C#,C++,C,,,VB,I enjoy going to work,Windows 7,Mid Sized (100-999)
Germany,25-29,41435,"$80,000 - $100,000",Java,,CSS,PHP,,,SQL,,,,,,Scala,It pays the bills,Mac OS X,Mature Small Business (25-100)
United States of America,35-39,11,"$100,000 - $120,000",,JavaScript,CSS,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Mid Sized (100-999)
Canada,51-60,11,"$100,000 - $120,000",,,,,,,,,,,,,Webfocus,So happy it hurts,Windows XP,"Fortune 1000 (1,000+)"
United States of America,40-50,11,"$120,000 - $140,000",,,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,30-34,41435,"$120,000 - $140,000",,JavaScript,CSS,,,,SQL,C#,C++,C,,,,I enjoy going to work,,Mid Sized (100-999)
United States of America,30-34,11,"$40,000 - $60,000",Java,JavaScript,CSS,,,,SQL,,,,,,RPG,It pays the bills,Windows 7,Mature Small Business (25-100)
France,30-34,11,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Windows XP,Mid Sized (100-999)
United Kingdom,35-39,11,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,,So happy it hurts,Windows 7,Mid Sized (100-999)
Other Asia,25-29,41435,"<$20,000",,JavaScript,CSS,PHP,Python,,SQL,,,,,,,It pays the bills,Linux,Mid Sized (100-999)
United States of America,40-50,11,">$140,000",,,,,Python,,,,C++,,,,,So happy it hurts,Windows Vista,"Fortune 1000 (1,000+)"
Africa,30-34,41435,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
Other Europe,30-34,11,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,SQL,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United Kingdom,35-39,11,"$60,000 - $80,000",,JavaScript,,PHP,,,SQL,,,C,,,VB.Net,I enjoy going to work,Windows XP,Mature Small Business (25-100)
United States of America,30-34,41435,"$100,000 - $120,000",Java,,,,Python,,,C#,C++,C,,,,So happy it hurts,Windows 7,Mature Small Business (25-100)
United States of America,40-50,11,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,SQL,,,,Perl,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
Other Europe,40-50,11,"$120,000 - $140,000",,,,,,,,,,,,,delphi,I enjoy going to work,Windows XP,Start Up (1-25)
South America,30-34,11,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United Kingdom,40-50,11,"$60,000 - $80,000",,,,,,,SQL,C#,,,,,,It pays the bills,Windows XP,Mid Sized (100-999)
Australia,25-29,11,"$100,000 - $120,000",Java,,,,,,SQL,C#,C++,C,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,25-29,41435,"$100,000 - $120,000",,,,,,,SQL,C#,,,Perl,,,I'm not happy in my job,Windows 7,"Fortune 1000 (1,000+)"
United States of America,40-50,11,"$120,000 - $140,000",Java,JavaScript,CSS,PHP,Python,,SQL,,,C,,,,I enjoy going to work,Linux,Mature Small Business (25-100)
Canada,35-39,11,"$120,000 - $140,000",,JavaScript,,PHP,,,SQL,C#,,,,,,So happy it hurts,Windows XP,Mature Small Business (25-100)
United States of America,30-34,11,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,"ActionScript, Flex",So happy it hurts,Windows 7,Mature Small Business (25-100)
Other Europe,40-50,11,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,,,,,,VBA,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,25-29,41435,"$60,000 - $80,000",,,,,,,,C#,C++,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,30-34,11,"$120,000 - $140,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,"Fortune 1000 (1,000+)"
United States of America,40-50,11,"$120,000 - $140,000",,JavaScript,CSS,,,,SQL,C#,C++,C,,,,I enjoy going to work,Windows Vista,"Fortune 1000 (1,000+)"
Other Asia,35-39,11,,Java,,,,,,,C#,,C,,,COBOL,I enjoy going to work,Windows XP,Mid Sized (100-999)
Russia,25-29,41310,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,Perl,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United States of America,30-34,11,">$140,000",Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,Perl,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
Other Europe,30-34,11,"$20,000 - $40,000",,,,,,,,C#,C++,C,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,30-34,41435,"$100,000 - $120,000",,,CSS,PHP,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Canada,40-50,11,"$100,000 - $120,000",Java,JavaScript,,,,Ruby,,,C++,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United States of America,40-50,11,"$120,000 - $140,000",,,CSS,,,Ruby,SQL,,,,,,,It pays the bills,Mac OS X,Start Up (1-25)
United States of America,40-50,11,,,,,,,,SQL,C#,C++,C,,,,,Windows 7,"Fortune 1000 (1,000+)"
Other Europe,30-34,11,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
Other Europe,40-50,11,"$80,000 - $100,000",,,,,,,,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
United Kingdom,30-34,11,"$100,000 - $120,000",,JavaScript,,PHP,,,SQL,,,,,,Java,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United States of America,30-34,41435,,,,,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,40-50,11,"$60,000 - $80,000",,,CSS,,,,SQL,C#,,,,,VB.Net,I enjoy going to work,Windows 7,Mature Small Business (25-100)
Australia,30-34,11,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
South America,25-29,41435,"$20,000 - $40,000",,,,,,,SQL,C#,,,,,,I enjoy going to work,Windows XP,Start Up (1-25)
Canada,30-34,11,"$60,000 - $80,000",Java,JavaScript,,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
France,25-29,41435,"$80,000 - $100,000",,,,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Start Up (1-25)
United States of America,40-50,11,"$120,000 - $140,000",,,,,,,SQL,,,,,,Delphi,I enjoy going to work,Windows 7,Mature Small Business (25-100)
South America,30-34,11,"$40,000 - $60,000",,,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
France,25-29,41435,"$40,000 - $60,000",,,,,,,SQL,C#,,,,,,So happy it hurts,Windows 7,Mid Sized (100-999)
Other Asia,35-39,11,"$60,000 - $80,000",,,,,,,,,C++,C,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
Middle East,30-34,11,"$80,000 - $100,000",,JavaScript,CSS,PHP,Python,,SQL,,C++,C,Perl,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
United States of America,40-50,11,"$100,000 - $120,000",,,,,,,,,,,,None,,I enjoy going to work,Mac OS X,"Fortune 1000 (1,000+)"
Other Asia,20-24,11,"<$20,000",,JavaScript,,,,,,C#,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,40-50,11,">$140,000",,JavaScript,CSS,PHP,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United States of America,30-34,11,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows XP,"Fortune 1000 (1,000+)"
France,30-34,41435,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,vb.net,It pays the bills,Windows XP,Mature Small Business (25-100)
Middle East,35-39,11,"$60,000 - $80,000",,JavaScript,CSS,,,,SQL,C#,C++,C,,,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
United Kingdom,35-39,11,"$100,000 - $120,000",,,,,,,,C#,C++,C,,,Java,I'm not happy in my job,Windows XP,"Fortune 1000 (1,000+)"
United States of America,30-34,11,">$140,000",,JavaScript,CSS,,,,SQL,C#,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
Other Asia,30-34,41435,"$20,000 - $40,000",,JavaScript,,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United Kingdom,30-34,11,"$80,000 - $100,000",Java,JavaScript,CSS,,Python,,SQL,,,,Perl,,,I enjoy going to work,Windows XP,Start Up (1-25)
United States of America,35-39,11,"$120,000 - $140,000",,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET,It pays the bills,Windows 7,Mid Sized (100-999)
Australia,25-29,41310,">$140,000",Java,,,,Python,,SQL,C#,,C,,,MATLAB,So happy it hurts,Windows 7,Mature Small Business (25-100)
Other Europe,30-34,41435,"$40,000 - $60,000",,,,,,,SQL,C#,,,,,Delphi,I enjoy going to work,Windows XP,Mid Sized (100-999)
Other Europe,35-39,11,"$40,000 - $60,000",Java,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
United States of America,25-29,41435,"$60,000 - $80,000",Java,,,PHP,,,SQL,,C++,C,,,,I enjoy going to work,Linux,Mid Sized (100-999)
Other Asia,25-29,41435,,,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Mid Sized (100-999)
France,25-29,41435,"$40,000 - $60,000",,JavaScript,CSS,,,,SQL,C#,,,,,,It pays the bills,Windows 7,Start Up (1-25)
France,25-29,41310,"$40,000 - $60,000",,,CSS,PHP,,Ruby,,,,,,,Objective-C,I enjoy going to work,Mac OS X,Start Up (1-25)
United States of America,35-39,11,"$100,000 - $120,000",Java,,,,Python,,SQL,C#,,,Perl,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
United States of America,40-50,11,">$140,000",,,,,,,SQL,C#,C++,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
United States of America,35-39,41435,"$80,000 - $100,000",,,,PHP,,,SQL,C#,C++,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
United Kingdom,30-34,11,"$80,000 - $100,000",,JavaScript,CSS,,,,SQL,C#,C++,C,Perl,,,It pays the bills,Windows 7,Mature Small Business (25-100)
United States of America,30-34,41435,"$60,000 - $80,000",,,,,,,SQL,C#,C++,C,Perl,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
