string_field_2,string_field_3,string_field_0,string_field_100,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_99,string_field_81,string_field_5
25-29,2/5/2013,United States of America,Rather not say,C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,,,It's a paycheck,Windows 7,3001
20-24,2/5/2013,Other Europe,"<$20,000",,,C#,Java,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,26-100
25-29,11,United States of America,">$140,000",,,C#,Java,,,,,,,Python,,SQL,,I enjoy going to work,Windows 7,3001
20-24,2/5/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,Python,,,,I'm not happy in my job,Windows 8,101-999
30-34,11,United States of America,"$100,000 - $120,000",,,C#,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,"Scala, VB.NET",Love my job,Mac OS X,101-999
20-24,2/5/2013,United States of America,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,I enjoy going to work,Windows 7,26-100
25-29,6/10/2013,United States of America,"$80,000 - $100,000",,,,,JavaScript,jQuery,,Node.js,Objective-C,,Python,Ruby,,,I enjoy going to work,Mac OS X,101-999
35-39,6/10/2013,Other Asia,"$40,000 - $60,000",C,C++,,,,,,,Objective-C,PHP,,,SQL,HTML,I enjoy going to work,Mac OS X,1/25/2013
40-50,11,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,vbscript,I'm not happy in my job,Windows 7,"1,000-3,000"
35-39,11,Australia,"$100,000 - $120,000",,,,,JavaScript,jQuery,,,,,,,SQL,ColdFusion,It's a paycheck,Windows 7,101-999
40-50,11,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,Node.js,Objective-C,PHP,Python,,SQL,,Love my job,Mac OS X,"1,000-3,000"
40-50,11,Italy,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,26-100
40-50,11,United States of America,,C,,,,,,,,Objective-C,,,,,,,Mac OS X,1/25/2013
< 20,<2,Other Asia,Student / Unemployed,C,C++,,,,,,,Objective-C,,,,,,I wish I had a job!,Mac OS X,1/25/2013
< 20,2/5/2013,Other Asia,"$20,000 - $40,000",,C++,C#,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
25-29,11,Russia,,,,,,JavaScript,jQuery,,,,,Python,,SQL,,,Linux,1/25/2013
30-34,6/10/2013,Australia,"$80,000 - $100,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,I'm not happy in my job,Windows 7,1/25/2013
35-39,11,Netherlands,,,,C#,,,,,,,,,,,,,Windows 8,26-100
25-29,2/5/2013,Netherlands,,,,C#,,,jQuery,,,,,,,SQL,,,Windows 7,1/25/2013
< 20,2/5/2013,Other Europe,Rather not say,C,,,,JavaScript,jQuery,,,Objective-C,,,,,,Love my job,Mac OS X,1/25/2013
25-29,<2,India,Rather not say,C,C++,,Java,,,,,Objective-C,,,,,,Love my job,Mac OS X,26-100
20-24,<2,India,Rather not say,,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I wish I had a job!,Windows 7,"Other (not working, consultant, etc.)"
25-29,2/5/2013,India,"<$20,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,1/25/2013
25-29,2/5/2013,India,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,"CSS, HTML, CMS",Love my job,Linux,26-100
25-29,<2,Canada,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,Other Europe,"$80,000 - $100,000",,,,Java,JavaScript,,,,,PHP,Python,,SQL,,Love my job,Linux,101-999
< 20,2/5/2013,Other Europe,"<$20,000",,C++,,,JavaScript,jQuery,,,Objective-C,PHP,,,,,I wish I had a job!,Mac OS X,1/25/2013
30-34,11,United Kingdom,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,,,,SQL,Classic ASP,I'm not happy in my job,Windows 7,3001
40-50,11,United States of America,"$100,000 - $120,000",,,C#,,,,,,,,,,SQL,,I'm not happy in my job,Windows 7,3001
20-24,6/10/2013,Germany,"$60,000 - $80,000",,,,,JavaScript,jQuery,,Node.js,,,,,,,I enjoy going to work,Mac OS X,101-999
25-29,6/10/2013,United States of America,"$120,000 - $140,000",,,,,JavaScript,,,Node.js,,PHP,,,,yui,I'm not happy in my job,Mac OS X,101-999
20-24,2/5/2013,Other Asia,"<$20,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,Grails,I enjoy going to work,Linux,26-100
30-34,11,United States of America,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Mac OS X,"1,000-3,000"
25-29,11,United Kingdom,"$100,000 - $120,000",,C++,,Java,JavaScript,jQuery,,,,,Python,,SQL,,Love my job,Linux,3001
35-39,11,Other Europe,"$120,000 - $140,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,It's a paycheck,Linux,26-100
25-29,2/5/2013,United States of America,Rather not say,,,,,,,,,Objective-C,,,,,,Love my job,Mac OS X,26-100
30-34,6/10/2013,United Kingdom,"$100,000 - $120,000",,,,Java,JavaScript,jQuery,,,,,,Ruby,,,Love my job,Mac OS X,"1,000-3,000"
25-29,2/5/2013,Russia,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,,It's a paycheck,Mac OS X,1/25/2013
25-29,2/5/2013,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
40-50,11,United States of America,">$140,000",C,,,Java,JavaScript,,,,,,Python,,,R,I'm not happy in my job,Mac OS X,3001
25-29,2/5/2013,Canada,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Windows 7,101-999
25-29,6/10/2013,United Kingdom,"$100,000 - $120,000",,,,,,,,,,PHP,,,SQL,Force.com,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
30-34,11,Canada,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Mac OS X,"1,000-3,000"
20-24,6/10/2013,United States of America,"$20,000 - $40,000",,C++,,,JavaScript,jQuery,,Node.js,,PHP,,,,"coffescript, backbone.js",Love my job,Linux,1/25/2013
40-50,11,United States of America,">$140,000",C,C++,,,JavaScript,jQuery,,Node.js,,,Python,,,,It's a paycheck,Mac OS X,3001
30-34,6/10/2013,Other Asia,"$40,000 - $60,000",,,C#,,,,,,,,,,,,Love my job,Windows 7,1/25/2013
40-50,6/10/2013,United States of America,"$60,000 - $80,000",C,C++,C#,,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,26-100
30-34,11,South America,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,,SQL,,I enjoy going to work,Windows 8,101-999
35-39,11,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,,Solr,I enjoy going to work,Windows 7,101-999
25-29,6/10/2013,Netherlands,,,,,,,,,,,,,,,,,,26-100
< 20,2/5/2013,Germany,Student / Unemployed,,,,,,,,Node.js,,,Python,,,,It's a paycheck,Mac OS X,1/25/2013
25-29,6/10/2013,United Kingdom,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,,Linux,26-100
30-34,6/10/2013,United States of America,,,,,,JavaScript,,,,,PHP,,,SQL,,,Windows XP,26-100
40-50,11,Other Europe,Rather not say,,,,,JavaScript,jQuery,,,,PHP,,,,Cache Object Script,It's a paycheck,Linux,26-100
25-29,2/5/2013,Germany,,,C++,C#,Java,,,,,Objective-C,,,,,,,Windows 7,101-999
30-34,11,United States of America,Rather not say,,,C#,Java,,,,,,,Python,Ruby,SQL,"clojure, scala",Love my job,Mac OS X,1/25/2013
20-24,<2,South America,"<$20,000",,,,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
25-29,6/10/2013,India,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,Python,,SQL,,Love my job,Windows 7,1/25/2013
25-29,6/10/2013,Netherlands,"$40,000 - $60,000",C,,C#,,JavaScript,,,,Objective-C,PHP,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
25-29,11,Other Europe,"<$20,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,Java EE,Love my job,Linux,1/25/2013
30-34,11,United States of America,"$60,000 - $80,000",,,,Java,JavaScript,jQuery,,Node.js,,PHP,,,SQL,"Ubuntu, BASH",Love my job,Linux,101-999
30-34,11,United States of America,"$100,000 - $120,000",,,,,JavaScript,jQuery,,,,,,,,"XSLT,Freemarker,ActionScript,MXML,Shell,Apache",Love my job,Windows 7,3001
30-34,11,United States of America,"$40,000 - $60,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,"1,000-3,000"
20-24,<2,India,"<$20,000",C,C++,,,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,26-100
25-29,2/5/2013,United States of America,"$60,000 - $80,000",,C++,,Java,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,101-999
< 20,<2,India,,C,C++,,,,,,,,,Python,,,,I wish I had a job!,Windows 8,"Other (not working, consultant, etc.)"
30-34,11,Canada,"$80,000 - $100,000",,,C#,,,,,,,,,,,ActionScript,I enjoy going to work,Windows 7,26-100
35-39,11,United States of America,"$80,000 - $100,000",,,,,JavaScript,jQuery,,,Objective-C,,,,SQL,"ColdFusion, .NET",I'm not happy in my job,Mac OS X,3001
25-29,6/10/2013,United States of America,"$100,000 - $120,000",,,C#,Java,JavaScript,jQuery,,,,,,Ruby,,,I enjoy going to work,Mac OS X,101-999
20-24,2/5/2013,United Kingdom,"$40,000 - $60,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Windows 8,26-100
35-39,11,Netherlands,"$60,000 - $80,000",C,,,Java,,,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
51-60,11,Canada,Rather not say,C,C++,C#,,,,,,,,Python,,SQL,,I enjoy going to work,Windows 7,1/25/2013
25-29,11,United States of America,Rather not say,,,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,It's a paycheck,Mac OS X,26-100
30-34,6/10/2013,Canada,"$80,000 - $100,000",,,,Java,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,26-100
25-29,11,United States of America,">$140,000",C,C++,,,,,,,Objective-C,,Python,,,,It's a paycheck,Mac OS X,3001
30-34,6/10/2013,United States of America,"$80,000 - $100,000",,,,,JavaScript,jQuery,,,Objective-C,,Python,,SQL,,I enjoy going to work,Windows 7,101-999
30-34,6/10/2013,United States of America,"$100,000 - $120,000",,,,Java,,,,,,,,,,,It's a paycheck,Mac OS X,3001
30-34,2/5/2013,United States of America,"$80,000 - $100,000",,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,Haskell,I enjoy going to work,Linux,26-100
20-24,2/5/2013,United States of America,Rather not say,C,C++,,Java,JavaScript,jQuery,,Node.js,,,Python,,,,Love my job,Linux,3001
20-24,2/5/2013,Other Europe,"$20,000 - $40,000",C,C++,,,,,,,Objective-C,,,,,,Love my job,Mac OS X,1/25/2013
20-24,<2,Other Asia,Rather not say,C,,,,JavaScript,jQuery,,,,PHP,,,,,I enjoy going to work,Linux,1/25/2013
40-50,11,United States of America,"$80,000 - $100,000",,,,Java,JavaScript,jQuery,,,,,Python,Ruby,SQL,,Love my job,Linux,3001
30-34,2/5/2013,India,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,3001
25-29,6/10/2013,Other Europe,"<$20,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,Love my job,Windows 7,101-999
20-24,2/5/2013,Russia,"<$20,000",,,,Java,JavaScript,,,,,,,,,Actionscript 3/MXML/Flex,It's a paycheck,Windows 7,101-999
30-34,6/10/2013,Canada,Rather not say,,,,,,,,,Objective-C,,Python,,,,I'm not happy in my job,Mac OS X,1/25/2013
30-34,2/5/2013,United States of America,"$40,000 - $60,000",,,,Java,,,,,,,,,,,It's a paycheck,Linux,1/25/2013
20-24,2/5/2013,United States of America,"$60,000 - $80,000",,,C#,Java,JavaScript,jQuery,,,,,,Ruby,,,I enjoy going to work,Windows 7,3001
35-39,11,Other Europe,">$140,000",,,,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
30-34,11,United Kingdom,">$140,000",,,C#,,,,,,,,,,SQL,,It's a paycheck,Windows 7,3001
20-24,6/10/2013,Germany,Rather not say,C,,,,JavaScript,jQuery,JQuery,,,PHP,,Ruby,SQL,,I enjoy going to work,Linux,26-100
25-29,2/5/2013,India,,,,,,,,,,,,,,,,,,26-100
25-29,2/5/2013,Other Europe,Rather not say,,,C#,,JavaScript,jQuery,JQuery,,,,Python,,SQL,,I enjoy going to work,Other,101-999
20-24,2/5/2013,United States of America,"$20,000 - $40,000",,C++,,Java,,,,,,,,,,,I enjoy going to work,Linux,3001
20-24,2/5/2013,Australasia,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,26-100
35-39,11,Italy,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,"COBOL, OracleForms, Lisp, Delphi, Visual Basic, PERL",It's a paycheck,Windows 7,26-100
25-29,<2,India,"<$20,000",,,,,JavaScript,,,,,PHP,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
30-34,6/10/2013,United Kingdom,"$60,000 - $80,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
20-24,2/5/2013,United States of America,"$40,000 - $60,000",C,C++,C#,,JavaScript,jQuery,,,,,,,SQL,Lassoscript & ASP.NET,I enjoy going to work,Windows 8,101-999
20-24,2/5/2013,Germany,Rather not say,,,,,JavaScript,jQuery,,Node.js,Objective-C,,,,,,Love my job,Mac OS X,1/25/2013
40-50,11,United Kingdom,Rather not say,,,,Java,,,,,,,,,,,Love my job,Linux,101-999
30-34,6/10/2013,United States of America,"$100,000 - $120,000",C,C++,C#,Java,,,,Node.js,,PHP,,,SQL,,I enjoy going to work,Windows 7,3001
30-34,11,United States of America,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,Python,,SQL,,I enjoy going to work,Windows 7,101-999
35-39,11,United States of America,"$100,000 - $120,000",C,C++,,,JavaScript,jQuery,,,Objective-C,,Python,,SQL,,I wish I had a job!,Mac OS X,1/25/2013
30-34,11,United States of America,"$60,000 - $80,000",,,C#,,,,,,,,,,,,Love my job,Windows 7,101-999
25-29,11,United States of America,"$100,000 - $120,000",,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Windows 8,3001
25-29,2/5/2013,India,,,C++,,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,"1,000-3,000"
51-60,11,United States of America,"$100,000 - $120,000",C,,,Java,,,,,Objective-C,,,,SQL,,It's a paycheck,Mac OS X,1/25/2013
51-60,11,Australia,"$80,000 - $100,000",,,C#,Java,,,,,,,,,,Objective C,I enjoy going to work,Mac OS X,1/25/2013
35-39,<2,Other Asia,"$80,000 - $100,000",,,,,JavaScript,jQuery,,,,,,,,,Love my job,Mac OS X,26-100
30-34,6/10/2013,United States of America,"$100,000 - $120,000",C,C++,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,SQL,,Love my job,Linux,101-999
20-24,<2,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,101-999
20-24,2/5/2013,United Kingdom,"$60,000 - $80,000",,,,,JavaScript,jQuery,,Node.js,,PHP,,Ruby,SQL,,I enjoy going to work,Mac OS X,3001
25-29,11,United States of America,"$80,000 - $100,000",,,,Java,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,I enjoy going to work,Mac OS X,26-100
< 20,2/5/2013,Germany,Student / Unemployed,,,C#,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,Love my job,Windows 7,"Other (not working, consultant, etc.)"
25-29,2/5/2013,Other Asia,"<$20,000",,,C#,,,jQuery,,,,,,,,,I enjoy going to work,Windows 7,1/25/2013
20-24,2/5/2013,Russia,"$20,000 - $40,000",,,C#,,,,,,,,,,,,I enjoy going to work,Windows 8,26-100
20-24,2/5/2013,Other Europe,"<$20,000",,C++,,,,,,,,,,,,,Love my job,Linux,26-100
40-50,11,United States of America,"$100,000 - $120,000",,,,Java,,,,,,,,,,,I enjoy going to work,Windows 7,101-999
25-29,<2,United States of America,"$80,000 - $100,000",,,,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,3001
25-29,2/5/2013,United States of America,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,It's a paycheck,Windows 7,26-100
30-34,11,Canada,"$80,000 - $100,000",,,C#,Java,JavaScript,,,,,,,,SQL,,It's a paycheck,Windows 7,3001
25-29,2/5/2013,France,"$40,000 - $60,000",,,,,JavaScript,jQuery,,,Objective-C,PHP,,,,,Love my job,Mac OS X,1/25/2013
30-34,11,United States of America,Rather not say,C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,Python,,,,I enjoy going to work,Mac OS X,1/25/2013
30-34,<2,United States of America,"$60,000 - $80,000",,,C#,Java,,,,,Objective-C,,,Ruby,,,Love my job,Mac OS X,101-999
40-50,11,Other Asia,"$60,000 - $80,000",,,C#,,,,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
20-24,2/5/2013,Germany,Rather not say,,,,,,,,Node.js,,PHP,,,SQL,,I enjoy going to work,Mac OS X,26-100
20-24,2/5/2013,United States of America,,C,,,Java,,,,,,,,,,,,Mac OS X,3001
20-24,2/5/2013,South America,"$20,000 - $40,000",,,,Java,,,,,,,,,SQL,,It's a paycheck,Windows XP,3001
51-60,11,United States of America,"$60,000 - $80,000",C,C++,,,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,1/25/2013
40-50,11,United States of America,,,,,,,,,,,,,,,,,Mac OS X,3001
51-60,11,Other Europe,"$100,000 - $120,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Linux,3001
25-29,2/5/2013,United States of America,"$100,000 - $120,000",C,C++,,Java,,jQuery,,,,PHP,,,,,It's a paycheck,Windows 7,3001
25-29,2/5/2013,India,"<$20,000",,,,Java,JavaScript,,,,,PHP,,Ruby,SQL,,I enjoy going to work,Windows XP,3001
30-34,6/10/2013,United States of America,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,I enjoy going to work,Mac OS X,"1,000-3,000"
35-39,11,United Kingdom,">$140,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,101-999
35-39,11,United States of America,">$140,000",,,C#,,JavaScript,jQuery,,,Objective-C,,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
30-34,6/10/2013,United States of America,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,101-999
25-29,2/5/2013,India,Rather not say,,,,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,"My SQL, HTML, JSF",I enjoy going to work,Mac OS X,1/25/2013
30-34,11,United States of America,"$40,000 - $60,000",C,,,,JavaScript,,,,,PHP,Python,,SQL,ActionScript,It's a paycheck,Linux,101-999
25-29,6/10/2013,Germany,"$40,000 - $60,000",,,C#,,JavaScript,jQuery,,,,,,,,VB.net,Love my job,Windows 7,1/25/2013
20-24,2/5/2013,Other Europe,"<$20,000",,,,Java,,,,,Objective-C,,,,,,I enjoy going to work,Mac OS X,26-100
40-50,11,Netherlands,Rather not say,,,,Java,,,,,,,,,,,I enjoy going to work,Mac OS X,3001
40-50,11,Other Europe,"$60,000 - $80,000",C,C++,,Java,,,,,,,,,,,I enjoy going to work,Linux,26-100
40-50,11,United States of America,"$100,000 - $120,000",C,,,Java,JavaScript,,,,,,,,SQL,,I enjoy going to work,Windows 7,1/25/2013
35-39,11,Middle East,Rather not say,,,,Java,,,,,,,,,,,Love my job,Linux,1/25/2013
40-50,11,Netherlands,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
20-24,6/10/2013,United Kingdom,">$140,000",,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,Love my job,Mac OS X,1/25/2013
30-34,11,United States of America,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,,,,"Groovy, PowerShell",Hate my job,Windows 7,3001
30-34,6/10/2013,Other Europe,"$60,000 - $80,000",,C++,,,,,,,Objective-C,,Python,,,,I enjoy going to work,Mac OS X,101-999
25-29,2/5/2013,United States of America,"$80,000 - $100,000",,,,,,,,,Objective-C,,,,,,Love my job,Mac OS X,26-100
25-29,6/10/2013,Other Europe,"$100,000 - $120,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Mac OS X,3001
35-39,11,Australia,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 8,1/25/2013
30-34,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,26-100
40-50,11,United States of America,"$60,000 - $80,000",,,,,,,,Node.js,Objective-C,,Python,Ruby,SQL,,I enjoy going to work,Mac OS X,1/25/2013
25-29,2/5/2013,Other Europe,"$20,000 - $40,000",,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,python,I enjoy going to work,Mac OS X,101-999
30-34,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Love my job,Windows 7,26-100
30-34,11,United States of America,,C,,,Java,,jQuery,,,Objective-C,,,,SQL,,I enjoy going to work,Mac OS X,101-999
40-50,11,Other Europe,Rather not say,,,,Java,JavaScript,jQuery,,,,,,,SQL,,It's a paycheck,Windows 7,26-100
35-39,2/5/2013,United States of America,"$120,000 - $140,000",C,,,,,,,,Objective-C,,,Ruby,,,Love my job,Mac OS X,1/25/2013
30-34,11,United States of America,"$100,000 - $120,000",C,C++,C#,,,,,,Objective-C,,Python,,,perl,I enjoy going to work,Windows 7,26-100
40-50,11,Italy,"$60,000 - $80,000",,,C#,Java,,,,,Objective-C,,,,SQL,,It's a paycheck,Mac OS X,101-999
35-39,11,Other Europe,,,,,Java,JavaScript,jQuery,,,,,,,SQL,,,Windows 7,101-999
25-29,6/10/2013,Other Europe,,,,,,JavaScript,jQuery,,,,PHP,,,,,,Windows 7,"Other (not working, consultant, etc.)"
20-24,<2,India,,C,C++,C#,Java,,,,,Objective-C,,,,,,,Mac OS X,3001
20-24,<2,India,Rather not say,,,,,,,,,,,,,,delphi,I enjoy going to work,Windows 7,1/25/2013
20-24,6/10/2013,United Kingdom,"$40,000 - $60,000",,,,Java,JavaScript,,,Node.js,Objective-C,PHP,Python,,SQL,,I enjoy going to work,Mac OS X,101-999
51-60,11,United Kingdom,"$80,000 - $100,000",,,C#,Java,,,,,Objective-C,,,,SQL,,Love my job,Windows 7,1/25/2013
20-24,6/10/2013,United States of America,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,Node.js,,PHP,,,,VB.NET,I enjoy going to work,Windows 7,101-999
35-39,11,Other Europe,"$60,000 - $80,000",,,,,JavaScript,jQuery,,,,PHP,,,,Delphi,Love my job,Windows 7,26-100
20-24,2/5/2013,United States of America,"$20,000 - $40,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 7,3001
30-34,11,United States of America,"$60,000 - $80,000",,,C#,,,,,,Objective-C,PHP,,,SQL,,I enjoy going to work,Mac OS X,1/25/2013
35-39,11,Other Europe,"$80,000 - $100,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,I enjoy going to work,Windows 8,26-100
35-39,11,United States of America,"$40,000 - $60,000",,,,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,Love my job,Mac OS X,1/25/2013
20-24,2/5/2013,United States of America,"$20,000 - $40,000",,,C#,Java,JavaScript,jQuery,,,,,,,,,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
20-24,2/5/2013,India,Rather not say,,C++,,Java,JavaScript,jQuery,,,,PHP,,,,"HTML, CSS3, MySQL",Love my job,Mac OS X,1/25/2013
30-34,2/5/2013,India,"<$20,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,I'm not happy in my job,Windows 7,26-100
20-24,2/5/2013,United Kingdom,"$60,000 - $80,000",,,,,JavaScript,jQuery,,Node.js,,,,,,"HTML, CSS, CoffeeScript",Love my job,Mac OS X,3001
20-24,2/5/2013,United States of America,"$80,000 - $100,000",,,,Java,JavaScript,,,,,,,,,Perl,Love my job,Mac OS X,3001
20-24,2/5/2013,Australia,"$60,000 - $80,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,I enjoy going to work,Windows 8,26-100
30-34,11,United Kingdom,"$60,000 - $80,000",,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I'm not happy in my job,Linux,1/25/2013
35-39,11,United States of America,"$20,000 - $40,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,ColdFusion,I enjoy going to work,Other,1/25/2013
20-24,<2,Other Europe,Rather not say,C,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,I enjoy going to work,Linux,1/25/2013
35-39,11,France,"$120,000 - $140,000",,,,Java,,,,,,,,,,,Love my job,Linux,1/25/2013
