string_field_2,string_field_3,string_field_0,string_field_39,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_38,string_field_37,string_field_5
20-24,40944,India,,Java,,,,,,,SQL,,,,,,,,Love my job,Windows XP,Start Up (1-25)
20-24,40944,Africa,"<$20,000",,,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,41070,United States of America,"$80,000 - $100,000",,,CSS,,,,,SQL,C#,,,,,,VB.NET,Love my job,Windows 7,Mature Small Business (25-100)
20-24,40944,United States of America,"$60,000 - $80,000",Java,,,PHP,,,Ruby,,,,,,,,,Love my job,Linux,Start Up (1-25)
20-24,40944,United Kingdom,Rather not say,,JavaScript,CSS,PHP,,,,SQL,C#,,C,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,11,Other Europe,"<$20,000",,,,PHP,,,,,,,,,,,,Love my job,Mac OS X,Start Up (1-25)
20-24,40944,United States of America,Rather not say,Java,,CSS,PHP,,,,,C#,,C,,,,XHTML Strict,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
25-29,40944,Russia,Rather not say,Java,,,,,,,,,,,,,,,I enjoy going to work,Mac OS X,"Fortune 1000 (1,000+)"
30-34,41070,United States of America,"$40,000 - $60,000",,,,,,,,,,,,,,,VB.net,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
30-34,11,United States of America,"$40,000 - $60,000",,,,,,,,SQL,C#,,,,,,F#,Love my job,Windows 7,Start Up (1-25)
40-50,11,United States of America,"$80,000 - $100,000",,,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,41070,Middle East,"$100,000 - $120,000",Java,,,PHP,Python,,,SQL,,,C,Perl,,,,I enjoy going to work,Mac OS X,Mid Sized (100-999)
25-29,<2,India,Rather not say,,,,,,,,,C#,,,,,,,Love my job,Windows XP,Mature Small Business (25-100)
30-34,41070,Other Europe,Rather not say,,,,,,,,,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
20-24,40944,United Kingdom,Rather not say,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
20-24,41070,United States of America,"$40,000 - $60,000",,,CSS,,Python,,,,,,,,,,,I'm not happy in my job,Mac OS X,"Fortune 1000 (1,000+)"
25-29,40944,Canada,Student / Unemployed,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,android,I enjoy going to work,Windows 7,"Other (not working, consultant, etc.)"
20-24,41070,United States of America,"$100,000 - $120,000",Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,,I enjoy going to work,Linux,"Fortune 1000 (1,000+)"
25-29,40944,Russia,"$20,000 - $40,000",Java,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Mid Sized (100-999)
25-29,41070,South America,"$60,000 - $80,000",Java,JavaScript,CSS,,Python,,,SQL,C#,C++,C,,,,,I enjoy going to work,Mac OS X,"Other (not working, consultant, etc.)"
35-39,11,United Kingdom,"$60,000 - $80,000",Java,,,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
35-39,11,United States of America,"$100,000 - $120,000",,,,,,,,,,,,,,,,Love my job,Linux,Mid Sized (100-999)
30-34,41070,United Kingdom,Rather not say,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,Other Asia,"$40,000 - $60,000",,,CSS,PHP,,,,SQL,,,,,,,"couchdb,javascript",Love my job,Mac OS X,Start Up (1-25)
30-34,40944,Other Europe,"$20,000 - $40,000",Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
25-29,40944,United States of America,"$100,000 - $120,000",Java,,,,,,,,C#,,,,,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
25-29,40944,United States of America,Student / Unemployed,,,,PHP,,,,SQL,,,,,HTML5,,Lisp,Its a paycheck,Linux,Student
20-24,41070,France,Student / Unemployed,,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,HTML5,,VB.Net,I enjoy going to work,Windows 7,Student
40-50,11,United States of America,"$120,000 - $140,000",,,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,I'm not happy in my job,Linux,Start Up (1-25)
30-34,11,Germany,Student / Unemployed,,,,,,,,,,,,,,,MATLAB,I enjoy going to work,Windows XP,Student
20-24,40944,Other Europe,Rather not say,Java,,,,,Objective-C,,,,C++,C,,,,,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,Germany,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,,I enjoy going to work,Mac OS X,"Fortune 1000 (1,000+)"
25-29,41070,Middle East,"$20,000 - $40,000",,,,,,,,,C#,,C,,,,,Its a paycheck,Windows 7,Mid Sized (100-999)
25-29,41070,India,"<$20,000",,,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows XP,"Fortune 1000 (1,000+)"
35-39,11,Canada,"$80,000 - $100,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,Start Up (1-25)
20-24,40944,United States of America,Rather not say,,JavaScript,CSS,PHP,Python,,,SQL,C#,,C,,HTML5,,Go,Love my job,Linux,Start Up (1-25)
20-24,<2,Other Asia,"<$20,000",,,,PHP,,Objective-C,,,,,,,,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
25-29,41070,Russia,"$40,000 - $60,000",Java,,CSS,,,,,SQL,,,C,,,,,I enjoy going to work,Windows XP,Mid Sized (100-999)
20-24,41070,United States of America,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,Love my job,Linux,Mature Small Business (25-100)
35-39,41070,Other Europe,"$60,000 - $80,000",Java,JavaScript,,,,,,SQL,,,C,,,,"liso, haskell",I enjoy going to work,Linux,Mature Small Business (25-100)
20-24,40944,United States of America,Rather not say,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
20-24,40944,Africa,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,,Windows 7,Start Up (1-25)
35-39,11,Other Europe,,Java,,,,,,,,,C++,,,,,,,Mac OS X,"Other (not working, consultant, etc.)"
20-24,<2,United Kingdom,,,,,,,,,,,,,,,,,,,Mature Small Business (25-100)
25-29,41070,South America,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,,,Mac OS X,Start Up (1-25)
20-24,40944,Canada,,,,,,,,,,,,,,,,,,,Start Up (1-25)
25-29,40944,Other Asia,,,,,PHP,,,,SQL,,,,,,,,,Windows 7,Start Up (1-25)
25-29,41070,United Kingdom,,,,,,,,,SQL,C#,C++,,,,,,,Windows 7,Mature Small Business (25-100)
30-34,41070,Other Europe,,Java,JavaScript,,,,,,SQL,C#,C++,C,,HTML5,,,,Windows Vista,Mature Small Business (25-100)
35-39,11,Other Europe,,,,,,,,,SQL,C#,C++,C,,,,,,Windows 7,Mature Small Business (25-100)
20-24,40944,Other Europe,,,,,,,,,,,,,,,,,,,Mature Small Business (25-100)
30-34,41070,Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,,,Linux,Mature Small Business (25-100)
35-39,11,Germany,,,,,,,,,SQL,,,C,Perl,,,,,Mac OS X,Mature Small Business (25-100)
20-24,40944,Other Asia,,Java,,,,,,,,,,,,,,,,Windows XP,Mid Sized (100-999)
20-24,40944,United States of America,,,,,,,,,,C#,,,,,,,Love my job,Windows 7,Mature Small Business (25-100)
30-34,41070,United States of America,"$80,000 - $100,000",Java,,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
35-39,11,United States of America,"$60,000 - $80,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
25-29,40944,South America,"<$20,000",,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
25-29,40944,India,Rather not say,Java,JavaScript,,,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
30-34,11,Other Europe,"$40,000 - $60,000",,,,,Python,,,SQL,C#,,C,,HTML5,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
30-34,11,United States of America,">$140,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
35-39,11,United States of America,"$120,000 - $140,000",,JavaScript,CSS,,,Objective-C,,SQL,C#,,,,HTML5,,Visual Basic,Love my job,Windows 7,Start Up (1-25)
20-24,40944,Russia,"<$20,000",,,,,Python,,,,,C++,C,,,,,I enjoy going to work,Linux,Student
25-29,11,Germany,Rather not say,,,,,,Objective-C,Ruby,SQL,C#,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,41070,United Kingdom,Rather not say,,JavaScript,,PHP,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
30-34,41070,Australia,"$60,000 - $80,000",,JavaScript,CSS,,,Objective-C,Ruby,SQL,,,C,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
40-50,11,United States of America,,Java,JavaScript,CSS,,,,,,,,,,HTML5,,,I wish I had a job!,Mac OS X,"Other (not working, consultant, etc.)"
25-29,40944,India,"<$20,000",,JavaScript,CSS,PHP,,,Ruby,,,,,,HTML5,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
40-50,11,United Kingdom,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I enjoy going to work,Linux,Start Up (1-25)
< 20,40944,United States of America,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
30-34,11,United States of America,">$140,000",,JavaScript,CSS,,,,Ruby,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
20-24,40944,Other Europe,Rather not say,Java,,,,,,,,,,,,,,,Love my job,Windows 7,Start Up (1-25)
25-29,40944,United States of America,Student / Unemployed,,JavaScript,,,,Objective-C,,,,,C,,,,Max MSP,I wish I had a job!,Mac OS X,Start Up (1-25)
30-34,40944,Italy,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
35-39,41070,United Kingdom,"$60,000 - $80,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,United States of America,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows Vista,Start Up (1-25)
30-34,11,Other Europe,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
25-29,40944,United States of America,"$60,000 - $80,000",Java,,,,,,,,C#,C++,C,,,,,Its a paycheck,Mac OS X,Mid Sized (100-999)
20-24,<2,United States of America,"$20,000 - $40,000",Java,,,,,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,Start Up (1-25)
35-39,41070,United Kingdom,"$60,000 - $80,000",,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Mid Sized (100-999)
30-34,11,Other Europe,"$100,000 - $120,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,Africa,"$20,000 - $40,000",,JavaScript,CSS,,,,,SQL,,C++,,,,,ASP Classic,I enjoy going to work,Windows 7,Mature Small Business (25-100)
25-29,40944,Other Asia,"$60,000 - $80,000",,JavaScript,,,,,Ruby,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
25-29,11,Russia,Rather not say,Java,JavaScript,CSS,,Python,,,SQL,,C++,C,,HTML5,,,Love my job,Linux,Start Up (1-25)
25-29,41070,France,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,,C#,C++,C,,HTML5,,Delphi,I'm not happy in my job,Windows 7,Mid Sized (100-999)
40-50,11,South America,"$20,000 - $40,000",,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,"Lua, Go",I enjoy going to work,Linux,Mid Sized (100-999)
25-29,40944,United Kingdom,"$60,000 - $80,000",,JavaScript,,,Python,,,SQL,C#,,,,HTML5,,,Love my job,Linux,Start Up (1-25)
30-34,11,Netherlands,"$40,000 - $60,000",Java,JavaScript,,,Python,,Ruby,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,United Kingdom,"$60,000 - $80,000",Java,,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
25-29,41070,United States of America,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,Scala,I enjoy going to work,Mac OS X,"Other (not working, consultant, etc.)"
25-29,41070,India,Rather not say,,JavaScript,CSS,,,,,SQL,C#,,,,,,,I'm not happy in my job,Windows 7,Mature Small Business (25-100)
25-29,11,United States of America,">$140,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
30-34,11,United States of America,"$100,000 - $120,000",,,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Start Up (1-25)
30-34,11,United Kingdom,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
30-34,11,United States of America,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Mid Sized (100-999)
30-34,11,United States of America,">$140,000",Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,,"Erlang, Object Pascal, Scheme, Common Lisp, HTML4 ;-)",Love my job,Mac OS X,Start Up (1-25)
35-39,11,Australia,"$60,000 - $80,000",,,,,,,,,,,,,,,Delphi,Love my job,Windows XP,Start Up (1-25)
30-34,11,South America,"$20,000 - $40,000",Java,JavaScript,CSS,,,Objective-C,,SQL,C#,,,,HTML5,,,Its a paycheck,Windows 7,Mature Small Business (25-100)
25-29,11,United States of America,"$120,000 - $140,000",,JavaScript,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Mature Small Business (25-100)
25-29,11,South America,"$60,000 - $80,000",,JavaScript,,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,41070,United States of America,"$120,000 - $140,000",,JavaScript,,,Python,,,,C#,C++,C,Perl,,,,Love my job,Mac OS X,Mature Small Business (25-100)
25-29,11,United States of America,Student / Unemployed,,,,PHP,Python,,,,,C++,C,,,,MATLAB,I enjoy going to work,Mac OS X,Student
30-34,41070,Germany,"$60,000 - $80,000",Java,,,,,,,,,,,,,,,I'm not happy in my job,Mac OS X,Mature Small Business (25-100)
30-34,41070,United Kingdom,"$20,000 - $40,000",Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,Delphi,I enjoy going to work,Windows XP,Start Up (1-25)
25-29,41070,United States of America,"$80,000 - $100,000",,JavaScript,,PHP,,Objective-C,,,,,,,,,,Its a paycheck,Mac OS X,Start Up (1-25)
25-29,41070,Other Europe,"$40,000 - $60,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Start Up (1-25)
40-50,41070,United States of America,"$40,000 - $60,000",,,,,,,,SQL,C#,,,,,,Visual Basic,Love my job,Windows 7,Mature Small Business (25-100)
20-24,<2,India,"<$20,000",Java,,,,,,,,,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
20-24,<2,India,"$20,000 - $40,000",Java,,,,,,,SQL,,,,,,,,I enjoy going to work,Linux,Mature Small Business (25-100)
25-29,<2,India,Rather not say,Java,,,,,,,,,C++,,,,,,I'm not happy in my job,Windows XP,Start Up (1-25)
51-60,11,United States of America,"$100,000 - $120,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,,,,I enjoy going to work,Windows 7,"Fortune 1000 (1,000+)"
35-39,11,Canada,"$80,000 - $100,000",,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,C#,,,,HTML5,,"Pascal, Delphi",Love my job,Mac OS X,Start Up (1-25)
25-29,41070,United States of America,"$80,000 - $100,000",Java,,CSS,,Python,Objective-C,Ruby,,,,C,,,,,Its a paycheck,Mac OS X,Mature Small Business (25-100)
20-24,40944,Russia,"<$20,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,Student
51-60,11,Canada,Rather not say,,,,,Python,,,,,C++,C,,,,,Love my job,Windows XP,"Other (not working, consultant, etc.)"
20-24,<2,India,"$20,000 - $40,000",,,,,,Objective-C,,,,,,,,,,Love my job,Mac OS X,Start Up (1-25)
25-29,40944,Germany,"$40,000 - $60,000",,JavaScript,,,,,,SQL,,,,,HTML5,,Coldfusion,Love my job,Windows 7,Start Up (1-25)
35-39,41070,Italy,"$20,000 - $40,000",,,,,,,,,,C++,C,,,,,Love my job,Linux,Start Up (1-25)
25-29,40944,India,"<$20,000",Java,,,,,,,,,,,,,,,Love my job,Linux,Mid Sized (100-999)
30-34,41070,Canada,"$60,000 - $80,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,VB.Net,I enjoy going to work,Windows 7,Start Up (1-25)
30-34,11,United States of America,"$100,000 - $120,000",,,,,,,,,,C++,C,Perl,,,bash,I enjoy going to work,Linux,Mature Small Business (25-100)
25-29,40944,Other Europe,"$20,000 - $40,000",,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
30-34,11,United States of America,">$140,000",,,,,,,,SQL,C#,,,,,,"VB6, VB.NET, VBA",I enjoy going to work,Windows 7,Start Up (1-25)
40-50,11,United States of America,Rather not say,,,CSS,,,Objective-C,,SQL,,,C,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,South America,"$20,000 - $40,000",,JavaScript,,,,,,SQL,C#,,,,,,,Love my job,Windows 7,Mature Small Business (25-100)
25-29,11,United States of America,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,United Kingdom,"$40,000 - $60,000",,JavaScript,CSS,PHP,Python,Objective-C,,SQL,,,C,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,41070,United States of America,"$40,000 - $60,000",,JavaScript,CSS,,,,,SQL,,,,Perl,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
30-34,41070,Other Asia,"$20,000 - $40,000",,JavaScript,CSS,PHP,Python,,,SQL,C#,,,,,,,Its a paycheck,Windows 7,"Fortune 1000 (1,000+)"
35-39,11,United States of America,"$120,000 - $140,000",,JavaScript,,PHP,,Objective-C,,SQL,,,C,Perl,HTML5,,,Love my job,Linux,"Fortune 1000 (1,000+)"
30-34,11,United States of America,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,41070,Other Europe,Rather not say,Java,JavaScript,CSS,,,,Ruby,,C#,,,,HTML5,,,Love my job,Mac OS X,Mature Small Business (25-100)
20-24,40944,Other Europe,"<$20,000",,,,,,,,SQL,C#,,,,,,,I'm not happy in my job,Windows 7,Mid Sized (100-999)
20-24,40944,Africa,Rather not say,,JavaScript,,,,,,SQL,,,,,HTML5,,Erlang/OTP,Its a paycheck,Windows 7,Start Up (1-25)
20-24,40944,United States of America,"$40,000 - $60,000",,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,HTML5,,,Love my job,Windows 7,Mature Small Business (25-100)
30-34,11,Australia,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
20-24,41070,United States of America,"$80,000 - $100,000",,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,,,vb,I enjoy going to work,Windows XP,Mid Sized (100-999)
30-34,11,United Kingdom,"$100,000 - $120,000",,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,,Love my job,Mac OS X,Start Up (1-25)
20-24,11,Australasia,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
30-34,11,United States of America,">$140,000",Java,JavaScript,,,,,,SQL,C#,,,,HTML5,,,I'm not happy in my job,Mac OS X,"Fortune 1000 (1,000+)"
25-29,40944,Italy,Rather not say,,JavaScript,CSS,,,,,,C#,,,,HTML5,,,Love my job,Windows 7,Start Up (1-25)
35-39,11,Australia,"$80,000 - $100,000",,JavaScript,,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,India,Rather not say,,JavaScript,CSS,,,,Ruby,SQL,C#,,,,,,mongodb,Love my job,Linux,Start Up (1-25)
20-24,41070,United States of America,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,,,,,,HTML5,,,Its a paycheck,Windows 7,Mid Sized (100-999)
25-29,40944,United States of America,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,,,,,,,,,Delphi,Love my job,Windows 7,Mature Small Business (25-100)
25-29,41070,Canada,"$40,000 - $60,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,ASP,I enjoy going to work,Windows 7,Mature Small Business (25-100)
30-34,11,Other Europe,"$60,000 - $80,000",Java,,,,,Objective-C,,SQL,,C++,,,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
35-39,11,United States of America,Rather not say,,JavaScript,,,,,,,,,,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
30-34,11,Other Europe,"$80,000 - $100,000",Java,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,C#,,,,HTML5,,,Love my job,Mac OS X,Start Up (1-25)
35-39,11,Canada,"$80,000 - $100,000",,JavaScript,CSS,,,,,SQL,C#,,,,,,,I enjoy going to work,Windows 7,Mature Small Business (25-100)
25-29,41070,United States of America,">$140,000",Java,JavaScript,CSS,,,,,SQL,C#,C++,C,,,,,I'm not happy in my job,Mac OS X,"Fortune 1000 (1,000+)"
35-39,11,Canada,Rather not say,,JavaScript,,,Python,,,SQL,C#,C++,,Perl,,,,I enjoy going to work,Linux,Mid Sized (100-999)
20-24,41070,United States of America,"$60,000 - $80,000",Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,.NET,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,Russia,"$20,000 - $40,000",,JavaScript,,,,,Ruby,,,,,,,,,Love my job,Mac OS X,Start Up (1-25)
30-34,41070,South America,"$20,000 - $40,000",,,,,,,,SQL,,,,,,,,Its a paycheck,Windows 7,Start Up (1-25)
25-29,41070,Other Europe,Rather not say,Java,,,,,,,,,,,,,,,Love my job,Mac OS X,Start Up (1-25)
20-24,<2,India,"$40,000 - $60,000",Java,,,,,,,,,,,,,,,I wish I had a job!,Mac OS X,Start Up (1-25)
30-34,41070,United States of America,"$60,000 - $80,000",,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
25-29,41070,Other Europe,"$20,000 - $40,000",Java,,,,Python,,,,C#,,C,,,,XML,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,11,South America,"$20,000 - $40,000",,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,ASP.NET,I enjoy going to work,Windows XP,Start Up (1-25)
30-34,41070,United Kingdom,"$60,000 - $80,000",,,,PHP,,Objective-C,,,,,C,Perl,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
25-29,41070,Italy,"$20,000 - $40,000",,JavaScript,CSS,PHP,Python,,,SQL,,,C,Perl,,,,I enjoy going to work,Mac OS X,Mature Small Business (25-100)
20-24,41070,United Kingdom,"$100,000 - $120,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,,Love my job,Windows 7,"Other (not working, consultant, etc.)"
25-29,41070,United States of America,"$40,000 - $60,000",,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,,,,Its a paycheck,Mac OS X,Start Up (1-25)
40-50,40944,Australia,"$100,000 - $120,000",,,CSS,,,,,SQL,C#,,,,HTML5,,,I enjoy going to work,Windows 7,Start Up (1-25)
25-29,41070,United States of America,"$60,000 - $80,000",,JavaScript,,,,,,,,,C,,HTML5,,,I enjoy going to work,Mac OS X,Start Up (1-25)
30-34,41070,United States of America,Rather not say,,JavaScript,CSS,PHP,Python,,,,,C++,C,,HTML5,,NASM,Love my job,Linux,Start Up (1-25)
20-24,40944,United States of America,"$40,000 - $60,000",Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,HTML5,,,Its a paycheck,Windows 7,Mid Sized (100-999)
35-39,11,Australia,"$100,000 - $120,000",Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,,Its a paycheck,Mac OS X,"Fortune 1000 (1,000+)"
25-29,41070,United Kingdom,"$40,000 - $60,000",,,,,,,,,C#,,,,,,,I enjoy going to work,Windows 7,Mid Sized (100-999)
30-34,41070,Other Europe,"$40,000 - $60,000",,,,PHP,,,,SQL,,,,Perl,,,,I enjoy going to work,Mac OS X,Start Up (1-25)
40-50,11,United States of America,"$100,000 - $120,000",,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,Visual FoxPro,Its a paycheck,Windows 7,Start Up (1-25)
