string_field_1,string_field_4,string_field_0,string_field_105,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_109,string_field_2,string_field_6
25-29,2 - 5 years,Italy,"$20,000 - $40,000",Android,Arduino / Raspberry Pi,AngularJS,C,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,Wordpress,,,Male,Mac OS X
35-39,1 - 2 years,United States,"$40,000 - $60,000",,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,11+ years,United Kingdom,"$40,000 - $60,000",Android,Arduino / Raspberry Pi,,C,C++,C++11,C#,Cassandra,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,6 - 10 years,Germany,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
35-39,11+ years,Romania,"$40,000 - $60,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows Vista
40-50,6 - 10 years,United Kingdom,"$40,000 - $60,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I hate my job,Female,Windows 7
30-34,6 - 10 years,Italy,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
25-29,6 - 10 years,Netherlands,"$40,000 - $60,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
25-29,11+ years,United Kingdom,"$40,000 - $60,000",,Arduino / Raspberry Pi,,,,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Ubuntu
40-50,11+ years,Netherlands,"$40,000 - $60,000",Android,,,,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,Perl,,Python,,,,,,,,,SQL,,,,,,BASIC,I love my job,Male,Ubuntu
30-34,11+ years,Israel,"$40,000 - $60,000",,,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,django,I'm somewhat dissatisfied with my job,Male,Ubuntu
25-29,2 - 5 years,United States,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,"ActiveMQ, SOAP, REST,",I love my job,Male,Windows 7
25-29,2 - 5 years,United States,"$60,000 - $80,000",,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,Salesforce,,,,,SQL Server,,,,,,I love my job,Male,Windows 7
20-24,6 - 10 years,Israel,"$60,000 - $80,000",,Arduino / Raspberry Pi,AngularJS,,,,C#,,CoffeeScript,Cordova,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I love my job,Male,Mac OS X
40-50,11+ years,Australia,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,1 - 2 years,Ukraine,"Less than $20,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Ubuntu
20-24,1 - 2 years,India,"Less than $20,000",,,AngularJS,C,,,,,,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,India,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Ubuntu
20-24,1 - 2 years,India,"Less than $20,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
25-29,6 - 10 years,Nicaragua,"Less than $20,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
25-29,11+ years,Russian Federation,"Less than $20,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,Egypt,"Less than $20,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,Wordpress,,I'm neither satisfied nor dissatisfied with my job,Male,Debian
20-24,1 - 2 years,India,"Less than $20,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I love my job,Male,Windows 8
25-29,2 - 5 years,Poland,"Less than $20,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,11+ years,Germany,"Less than $20,000",,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,,,,,,,,,Male,Debian
30-34,2 - 5 years,Poland,"Less than $20,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,I love my job,Male,Other Linux
20-24,6 - 10 years,Belarus,"Less than $20,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,,I love my job,Male,Windows 8
25-29,6 - 10 years,Russian Federation,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Ubuntu
25-29,2 - 5 years,Venezuela,"Less than $20,000",,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
20-24,6 - 10 years,Italy,"Less than $20,000",,,AngularJS,,,,,,,Cordova,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,,,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 7
20-24,2 - 5 years,Finland,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
30-34,6 - 10 years,Bulgaria,"Less than $20,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,2 - 5 years,Poland,"Less than $20,000",,,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,Ruby,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Fedora
30-34,11+ years,United States,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
25-29,11+ years,India,"$80,000 - $100,000",Android,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,,I love my job,Male,Mac OS X
30-34,11+ years,Latvia,"$80,000 - $100,000",Android,,AngularJS,,,,,,CoffeeScript,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,,,,,,,,I love my job,Prefer not to disclose,Mac OS X
30-34,6 - 10 years,United States,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,Magento,I love my job,Female,Mac OS X
35-39,11+ years,Australia,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 8
30-34,2 - 5 years,United States,"$80,000 - $100,000",,,AngularJS,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,United States,"$80,000 - $100,000",Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,Rust,,,,,SQL,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 8
51-60,11+ years,United States,"$80,000 - $100,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Windows 8
30-34,11+ years,United States,"$100,000 - $120,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,,I love my job,Male,Mac OS X
35-39,11+ years,United Kingdom,"$100,000 - $120,000",,,AngularJS,,,,,Cassandra,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,,,,,,,I love my job,Male,Mac OS X
40-50,11+ years,Switzerland,"$100,000 - $120,000",,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
35-39,11+ years,United States,"$120,000 - $140,000",,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I love my job,Male,Windows 8
35-39,11+ years,Australia,"$120,000 - $140,000",,,,,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,,I love my job,Male,Windows 8
35-39,11+ years,Vietnam,Unemployed,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
20-24,6 - 10 years,Sweden,Rather not say,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,Redis,,,,,,,SQL,,,,,Wordpress,,,Male,Ubuntu
20-24,6 - 10 years,Poland,Rather not say,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
20-24,6 - 10 years,Germany,Rather not say,,Arduino / Raspberry Pi,AngularJS,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,Erlang,,Male,Windows 7
25-29,2 - 5 years,India,Rather not say,Android,,AngularJS,C,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,11+ years,Italy,Rather not say,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,,,,,Python,,Redis,,,,,,,,,,,,Wordpress,PostgreSQL,I'm somewhat satisfied with my job,Male,Ubuntu
30-34,11+ years,Switzerland,Rather not say,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
25-29,2 - 5 years,Netherlands,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Windows 7
20-24,2 - 5 years,Spain,"$20,000 - $40,000",,,AngularJS,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,11+ years,Russian Federation,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 8
< 20,6 - 10 years,United States,"$20,000 - $40,000",,Arduino / Raspberry Pi,,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I love my job,Male,Mac OS X
25-29,2 - 5 years,Iran,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
30-34,6 - 10 years,China,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,6 - 10 years,Serbia,"$20,000 - $40,000",,,,C,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,Rust,,,,,,,,,Windows Phone,,D,I'm somewhat satisfied with my job,Male,Windows 8
30-34,2 - 5 years,Sweden,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,,I love my job,Female,Windows 8
30-34,11+ years,Finland,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,,I love my job,Male,Mac OS X
40-50,11+ years,United Kingdom,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I love my job,Male,Windows 7
30-34,11+ years,United Kingdom,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Mint
30-34,11+ years,United Kingdom,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
30-34,6 - 10 years,United States,"$60,000 - $80,000",,,,,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$60,000 - $80,000",,,,,,,C#,,CoffeeScript,,Clojure,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,,I love my job,Male,Mac OS X
40-50,11+ years,United Kingdom,"$60,000 - $80,000",,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
40-50,2 - 5 years,United Kingdom,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,,I love my job,Male,Mac OS X
25-29,11+ years,United Kingdom,"$60,000 - $80,000",Android,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,I love my job,Male,Ubuntu
20-24,2 - 5 years,United States,"$60,000 - $80,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I love my job,Female,Windows 8
30-34,2 - 5 years,United Arab Emirates,"$60,000 - $80,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,Redis,Ruby,,,,,,SQL,,Swift,,,,,I love my job,Male,Mac OS X
30-34,11+ years,Germany,"$60,000 - $80,000",,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,couchdb,I'm somewhat satisfied with my job,Male,Ubuntu
30-34,2 - 5 years,Canada,"$60,000 - $80,000",Android,,,,C++,C++11,,,,,,,,,,,,,Java,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,2 - 5 years,Peru,"Less than $20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,Wordpress,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
20-24,6 - 10 years,Netherlands,"Less than $20,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,Matlab,,Node.js,,,PHP,,R,,,,,,,,,,,,,,,,Male,Mac OS X
20-24,Less than 1 year,India,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,1 - 2 years,Peru,"Less than $20,000",Android,,,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Other Linux
30-34,11+ years,Spain,"Less than $20,000",,,,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
20-24,6 - 10 years,Latvia,"Less than $20,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I'm somewhat dissatisfied with my job,Male,Windows 8
30-34,11+ years,Italy,"Less than $20,000",,,,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,2 - 5 years,Spain,"Less than $20,000",Android,,,,C++,,C#,,,,,,,,,,,,Java,,,,MongoDB,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
20-24,Less than 1 year,Bulgaria,"Less than $20,000",,,,,C++,,C#,,,,,,,,,,Haskell,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Delphi,I love my job,Male,Windows 7
30-34,11+ years,Argentina,"Less than $20,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,India,"Less than $20,000",,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 8
25-29,2 - 5 years,Turkey,"Less than $20,000",,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I love my job,Male,Windows 7
30-34,6 - 10 years,United States,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,,,Wordpress,,I'm somewhat satisfied with my job,Male,Windows 7
40-50,11+ years,United States,"$80,000 - $100,000",,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
30-34,6 - 10 years,United Kingdom,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mac OS X
40-50,11+ years,Italy,"$80,000 - $100,000",Android,Arduino / Raspberry Pi,AngularJS,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Debian
25-29,11+ years,Germany,"$80,000 - $100,000",,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
20-24,6 - 10 years,United States,"$100,000 - $120,000",Android,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
40-50,11+ years,Australia,"$100,000 - $120,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows XP
35-39,11+ years,United States,"$120,000 - $140,000",,,AngularJS,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
35-39,11+ years,United States,"$120,000 - $140,000",,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,Node.js,,,,,,Redis,,,,,,,,,,,,,,I love my job,Male,Mac OS X
25-29,2 - 5 years,United States,"$120,000 - $140,000",,,,C,C++,,,,CoffeeScript,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,PHP,,,Redis,Ruby,,,,,,,,Swift,,,Wordpress,,I'm somewhat satisfied with my job,Male,Mac OS X
35-39,11+ years,United States,"$120,000 - $140,000",,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat satisfied with my job,Male,Windows 8
< 20,11+ years,United States,,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,,Male,Mac OS X
25-29,2 - 5 years,India,,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,I'm somewhat dissatisfied with my job,Male,Windows 8
35-39,2 - 5 years,Australia,,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I love my job,Male,Windows 8
20-24,2 - 5 years,Canada,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,,I'm somewhat satisfied with my job,Male,Windows 7
30-34,11+ years,Germany,,,,AngularJS,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
Prefer not to disclose,1 - 2 years,Spain,,Android,,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I'm somewhat dissatisfied with my job,Female,Ubuntu
< 20,2 - 5 years,United States,Unemployed,,,AngularJS,,,,,,CoffeeScript,Cordova,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,,Male,Mac OS X
< 20,1 - 2 years,Czech Republic,Unemployed,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,Male,Debian
25-29,2 - 5 years,Portugal,Unemployed,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,,,Male,Other Linux
35-39,11+ years,Germany,Rather not say,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat satisfied with my job,Male,Mac OS X
20-24,6 - 10 years,Austria,Rather not say,,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,,I love my job,Male,Mac OS X
30-34,6 - 10 years,United States,Rather not say,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I'm somewhat dissatisfied with my job,Male,Mac OS X
25-29,1 - 2 years,India,Rather not say,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm somewhat satisfied with my job,Male,Windows 7
25-29,2 - 5 years,United States,Rather not say,,,,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,LAMP,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,,EMBER,I love my job,Male,Mac OS X
25-29,6 - 10 years,Brazil,Rather not say,,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,I love my job,Male,Windows 7
20-24,6 - 10 years,India,Rather not say,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,,,Male,Mac OS X
20-24,2 - 5 years,N/A,Rather not say,,,AngularJS,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,,Other (please specify),Male,Ubuntu
25-29,6 - 10 years,Canada,Rather not say,,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,Swift,,,,,,Male,Mac OS X
30-34,1 - 2 years,Germany,"$20,000 - $40,000",,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
25-29,2 - 5 years,Nigeria,"$20,000 - $40,000",Android,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,I love my job,Male,Windows 8
25-29,2 - 5 years,United States,"$20,000 - $40,000",,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,,,Male,Other Linux
30-34,6 - 10 years,Venezuela,"$20,000 - $40,000",,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,,,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Mint
25-29,6 - 10 years,Spain,"$20,000 - $40,000",,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,,I'm neither satisfied nor dissatisfied with my job,Male,Windows 7
