string_field_3,string_field_5,string_field_0,string_field_7,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_51,string_field_52,string_field_53,string_field_4,string_field_67,string_field_9
30-34,6/10/2014,United Kingdom,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,VB.Net,Male,Windows 7,31-50
25-29,2/5/2014,India,"<$20,000",,,,Java,JavaScript,Node.js,,,,,,,Male,Ubuntu,100
35-39,11,Hungary,Rather not say,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,16-30
30-34,11,Canada,">$140,000",,,C#,,JavaScript,Node.js,Objective-C,,,Ruby,SQL,,Male,Windows 8,6/15/2014
30-34,6/10/2014,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,Cyprus,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
35-39,11,United Kingdom,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,31-50
25-29,6/10/2014,United States,"$80,000 - $100,000",,,,,JavaScript,,,,,Ruby,SQL,,Male,Mac OS X,1/5/2014
30-34,11,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,16-30
35-39,11,United States,"$80,000 - $100,000",,,,Java,JavaScript,,,,,,,xslt xquery,Male,Windows 7,31-50
35-39,11,United States,">$140,000",,,,Java,,,,,,,SQL,,Male,Linux,100
40-50,11,United Kingdom,"$60,000 - $80,000",,C++,C#,,,,,,,,SQL,,Male,Windows XP,6/15/2014
35-39,11,Belgium,Rather not say,C,,C#,,,,Objective-C,,,,,,Male,Mac OS X,1/5/2014
40-50,11,Netherlands,Rather not say,,,,Java,,,,,,,,,Male,Mac OS X,100
20-24,6/10/2014,United States,"$60,000 - $80,000",,,C#,Java,,,,,,,SQL,Visual Basic,Male,Windows 7,100
20-24,<2,India,Rather not say,C,C++,,,,,,,Python,,,,Male,Ubuntu,100
20-24,6/10/2014,Germany,Rather not say,,C++,,,JavaScript,,,PHP,,,SQL,,Male,Windows 8,1/5/2014
30-34,6/10/2014,United States,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,,,,SQL,,Male,Windows 7,100
20-24,6/10/2014,Colombia,Rather not say,,,C#,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 8,1/5/2014
35-39,2/5/2014,United States,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,PowerShell,Male,Windows 8,100
< 20,<2,United States,Student / Unemployed,,,,Java,,,,,Python,,,,Male,Windows 8,16-30
< 20,<2,United States,Student / Unemployed,,,,,JavaScript,,,PHP,,,,,Male,Windows 7,100
20-24,<2,India,Student / Unemployed,C,C++,,Java,,,,PHP,Python,,SQL,,Male,Ubuntu,6/15/2014
25-29,6/10/2014,Australia,Rather not say,,,,,,,,,Python,,,perl,Female,Ubuntu,1/5/2014
25-29,6/10/2014,Netherlands,"$40,000 - $60,000",,,,Java,JavaScript,,,PHP,,,SQL,,Male,Linux,6/15/2014
25-29,2/5/2014,Russia,"$20,000 - $40,000",,,,Java,,,,,Python,,,Scala,Male,Linux,100
25-29,6/10/2014,United Kingdom,"$80,000 - $100,000",,,C#,,,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,United States,"$100,000 - $120,000",,,,,,,,,,Ruby,SQL,,Male,Linux,1/5/2014
20-24,2/5/2014,Russia,Rather not say,C,,,,JavaScript,,,PHP,,,SQL,,Prefer not to disclose,Windows 7,6/15/2014
20-24,6/10/2014,Sweden,"$20,000 - $40,000",,,,,JavaScript,Node.js,,,,,,CoffeeScript,Male,Linux,6/15/2014
40-50,11,United States,"$80,000 - $100,000",,,,Java,JavaScript,,,,,,SQL,ColdFusion,Male,Windows 7,16-30
25-29,2/5/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,16-30
25-29,2/5/2014,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
40-50,11,United States,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,,,Male,Windows 7,100
25-29,2/5/2014,India,Rather not say,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,50-100
25-29,6/10/2014,Ecuador,"$20,000 - $40,000",,,,,JavaScript,,,,Python,,SQL,,Male,Ubuntu,1/5/2014
30-34,6/10/2014,United States,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,VisualBASIC.NET,Male,Windows 7,6/15/2014
20-24,2/5/2014,India,"<$20,000",,,,Java,JavaScript,,,,,,,,Male,Windows 8,1/5/2014
30-34,2/5/2014,Germany,,,,,,,,,,,,,Delphi,Male,Windows 7,6/15/2014
20-24,2/5/2014,Russia,"$20,000 - $40,000",,C++,,,,,,,,,SQL,,Male,Linux,50-100
51-60,11,Germany,"$60,000 - $80,000",,C++,C#,,,,,,,,,,Male,Windows 7,31-50
40-50,11,Australia,"$60,000 - $80,000",,,,Java,,,,,,,,,Male,Windows 7,50-100
20-24,2/5/2014,United States,"$60,000 - $80,000",C,C++,C#,,,,,PHP,Python,,SQL,labview,Male,Windows 8,6/15/2014
20-24,2/5/2014,India,"<$20,000",,,,Java,,,Objective-C,,,,,,Male,Mac OS X,100
35-39,11,Germany,Rather not say,,C++,C#,,JavaScript,,,,,,,,Male,Windows 7,16-30
40-50,11,Germany,Rather not say,,,,Java,,,,,,,SQL,,Male,Ubuntu,16-30
35-39,11,Slovenia,Rather not say,C,C++,,,JavaScript,,,,,,SQL,Object Pascal,Male,Windows 7,1/5/2014
51-60,11,United States,">$140,000",,C++,C#,,JavaScript,,,,,,SQL,,Male,Other,100
30-34,6/10/2014,Serbia,"<$20,000",,,C#,,,Node.js,,,,,SQL,,Male,Ubuntu,6/15/2014
40-50,11,France,Rather not say,,C++,,,,,,,Python,,,,Male,Debian,100
35-39,11,Israel,Rather not say,C,C++,C#,Java,,,,,,,,,Male,Windows 8,50-100
25-29,2/5/2014,United States,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,Python,Ruby,SQL,Bash,Female,Linux,6/15/2014
25-29,6/10/2014,Germany,"<$20,000",,,,Java,JavaScript,,,,,,SQL,,Male,Mac OS X,
20-24,6/10/2014,Netherlands,Student / Unemployed,,,,Java,JavaScript,,,,Python,,,Haskell,Male,Ubuntu,1/5/2014
30-34,6/10/2014,Malaysia,Student / Unemployed,C,C++,C#,,JavaScript,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
35-39,11,United Kingdom,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
35-39,6/10/2014,India,Rather not say,,,,,JavaScript,,,PHP,,,,MySql,Male,Ubuntu,6/15/2014
35-39,11,United States,"$100,000 - $120,000",,,,Java,JavaScript,,,PHP,Python,,,,Male,Windows 7,100
20-24,6/10/2014,Russia,"$20,000 - $40,000",,,,Java,,,,,,,SQL,"Hadoop, Redis, Storm",Male,Mac OS X,16-30
25-29,6/10/2014,United States,"$80,000 - $100,000",,C++,C#,Java,JavaScript,,,PHP,,,SQL,,Male,Windows 7,100
30-34,6/10/2014,United States,,,,C#,,JavaScript,,,,,Ruby,SQL,,Male,Windows 8,1/5/2014
25-29,2/5/2014,United States,"$120,000 - $140,000",,C++,,Java,,,,,Python,,,"Scala, Pig",Male,Mac OS X,100
40-50,11,Canada,,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
20-24,2/5/2014,Germany,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Mac OS X,1/5/2014
30-34,6/10/2014,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
20-24,6/10/2014,Germany,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Windows 8,100
25-29,2/5/2014,United Kingdom,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
35-39,11,United States,"$100,000 - $120,000",C,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,31-50
30-34,11,United States,"$80,000 - $100,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Mac OS X,1/5/2014
25-29,2/5/2014,United States,"$60,000 - $80,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 8,6/15/2014
20-24,<2,India,Rather not say,C,C++,,Java,,,,,,,,,Male,Ubuntu,6/15/2014
20-24,2/5/2014,Russia,,,C++,C#,,,,,,,,,Fortran,Male,Windows 7,1/5/2014
51-60,11,Canada,"$100,000 - $120,000",C,C++,,,,,,,Python,,,ActionsScript,Male,Mac OS X,100
20-24,6/10/2014,Poland,"$20,000 - $40,000",,,,,JavaScript,,Objective-C,PHP,,,SQL,,Male,Mac OS X,1/5/2014
30-34,6/10/2014,France,Rather not say,,,,Java,JavaScript,,Objective-C,,Python,,,,Male,Mac OS X,100
30-34,2/5/2014,Denmark,"$80,000 - $100,000",,,C#,Java,,,,,,,SQL,,Male,Mac OS X,1/5/2014
40-50,11,United Kingdom,Rather not say,,C++,C#,Java,,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
30-34,11,Czech Republic,"$20,000 - $40,000",C,C++,,,,,,,Python,,,,Male,Linux,6/15/2014
20-24,2/5/2014,Australia,"$60,000 - $80,000",,C++,,,,,,,,,,,Male,Windows 7,50-100
25-29,6/10/2014,Greece,"<$20,000",,,,,JavaScript,,,PHP,Python,,SQL,Angular.js,Male,Ubuntu,100
35-39,6/10/2014,South Korea,"$40,000 - $60,000",,C++,C#,,,,,,,,,,Male,Windows 7,16-30
20-24,2/5/2014,United States,"$80,000 - $100,000",,,,Java,,,,,Python,,SQL,,Male,Fedora,6/15/2014
20-24,2/5/2014,Poland,"$20,000 - $40,000",,,,Java,,,,,,,SQL,,Male,Ubuntu,1/5/2014
25-29,6/10/2014,Estonia,"$20,000 - $40,000",,,,,,,,,,Ruby,,,Male,Ubuntu,16-30
20-24,2/5/2014,United States,Student / Unemployed,,,,Java,JavaScript,,,,Python,,,,Male,Windows 8,
20-24,6/10/2014,United States,Student / Unemployed,C,C++,,Java,,,Objective-C,PHP,Python,,,,Female,Mac OS X,1/5/2014
30-34,6/10/2014,Australia,"$60,000 - $80,000",,,,Java,,,,,,,,,Male,Linux,31-50
40-50,11,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Female,Windows 7,100
20-24,<2,Philippines,Rather not say,,,C#,,JavaScript,,,,,,SQL,,Male,Other,50-100
25-29,11,United States,"$40,000 - $60,000",,,,,JavaScript,,,,,,,"asp.net, html, css",Female,Windows 7,1/5/2014
30-34,6/10/2014,Netherlands,,,,,,JavaScript,,,PHP,,,,,Male,Linux,
30-34,6/10/2014,Mexico,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,phonegap,Male,Windows 8,1/5/2014
25-29,11,Russia,"$40,000 - $60,000",,C++,,Java,JavaScript,Node.js,,PHP,,Ruby,,,Male,Mac OS X,100
25-29,2/5/2014,Brazil,"<$20,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
25-29,6/10/2014,Czech Republic,"<$20,000",,,C#,,JavaScript,,,,,,,,Male,Windows 8,1/5/2014
30-34,6/10/2014,United States,"$60,000 - $80,000",,,C#,,JavaScript,,,,Python,,SQL,,Male,Windows 7,31-50
25-29,2/5/2014,India,Rather not say,C,C++,,Java,,,,,,,,Liferay,Male,Windows 7,6/15/2014
30-34,11,Romania,"$80,000 - $100,000",,,,Java,JavaScript,,,PHP,Python,Ruby,SQL,,Male,Linux,16-30
40-50,11,Switzerland,">$140,000",,,,Java,,,,,,,SQL,Talend ETL,Male,Windows 7,100
25-29,6/10/2014,India,"$20,000 - $40,000",,,,Java,,,,,Python,,SQL,,Male,Ubuntu,50-100
51-60,11,United States,Rather not say,C,C++,,,JavaScript,,Objective-C,,,,,,Male,Mac OS X,6/15/2014
35-39,11,Canada,"$80,000 - $100,000",,,C#,,,,,,,,,,Female,Windows 7,50-100
30-34,11,United Kingdom,"$60,000 - $80,000",,C++,,,,,,,,,,,Male,Windows 7,100
20-24,2/5/2014,Romania,,C,,,Java,,,,,Python,,,,Female,Mac OS X,100
25-29,6/10/2014,Switzerland,"$60,000 - $80,000",,,C#,,JavaScript,,Objective-C,PHP,,,SQL,"css2, css3, html5, TypoScript",Male,Mac OS X,50-100
40-50,11,United Kingdom,"$80,000 - $100,000",C,,,,,,,,,,,Object Pascal,Male,Windows 7,
40-50,11,Germany,"$100,000 - $120,000",,,,Java,,,,,Python,,SQL,,Male,Mac OS X,1/5/2014
25-29,11,United Arab Emirates,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,,,,,Haskell,Male,Mac OS X,31-50
30-34,11,France,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,,,Male,Debian,50-100
30-34,11,United States,Rather not say,,,,Java,,,,,Python,,SQL,,Male,Linux,100
30-34,6/10/2014,Canada,"$60,000 - $80,000",,,C#,,JavaScript,Node.js,,PHP,Python,,SQL,,Male,Windows 7,100
40-50,11,Russia,Rather not say,,,C#,Java,,,,,,,,,Male,Windows 7,100
40-50,11,United States,">$140,000",,C++,,,,Node.js,,PHP,,,,,Male,Windows 7,100
25-29,6/10/2014,Italy,Rather not say,,,,,,,Objective-C,,,Ruby,SQL,,Male,Mac OS X,1/5/2014
30-34,6/10/2014,United States,"$80,000 - $100,000",,,C#,,,,,,,,SQL,,Male,Windows 7,100
< 20,<2,Tunisia,Student / Unemployed,,,,Java,JavaScript,,,,,,,,Male,Windows 8,
20-24,<2,United States,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,,Male,Windows 7,6/15/2014
20-24,2/5/2014,India,"<$20,000",,,C#,,JavaScript,,,,,,,,Male,Windows 8,6/15/2014
20-24,2/5/2014,United States,"$60,000 - $80,000",,,,,,,,,,Ruby,,,Male,Mac OS X,1/5/2014
20-24,2/5/2014,United States,"$40,000 - $60,000",,,C#,,JavaScript,,,,Python,Ruby,,,Male,Ubuntu,1/5/2014
25-29,2/5/2014,United States,"$60,000 - $80,000",,,,,JavaScript,,,PHP,,Ruby,SQL,,Male,Mac OS X,31-50
25-29,6/10/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,Python,,SQL,,Male,Windows 7,31-50
25-29,2/5/2014,Kazakhstan,Rather not say,,,,,JavaScript,,,PHP,,,SQL,,Male,Linux,16-30
30-34,2/5/2014,Italy,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Ubuntu,50-100
35-39,11,Australia,"$120,000 - $140,000",,,,,JavaScript,,,,,Ruby,SQL,Go,Male,Mac OS X,1/5/2014
30-34,11,United States,">$140,000",,,C#,,JavaScript,,Objective-C,,,Ruby,SQL,,Male,Mac OS X,1/5/2014
25-29,2/5/2014,Iceland,"$40,000 - $60,000",,,,,,,,,Python,,,,Male,Windows 7,100
40-50,11,Canada,Rather not say,,C++,,,,,,,Python,,,Batch,Male,Windows 8,1/5/2014
25-29,2/5/2014,Germany,"$40,000 - $60,000",C,C++,C#,,,,,,,,,,Male,Windows 7,50-100
25-29,6/10/2014,United States,"$80,000 - $100,000",C,,C#,,,,,,,,,"VBA, FORTRAN",Female,Ubuntu,6/15/2014
30-34,11,Germany,Rather not say,,,,Java,JavaScript,,,PHP,Python,,SQL,"eclipse,gwt, maven, hudson, xwiki, Typo3, Alfresco, Apache",Male,Windows 7,6/15/2014
30-34,6/10/2014,India,Rather not say,,C++,C#,,JavaScript,,Objective-C,,,,,,Male,Windows 7,100
20-24,2/5/2014,United Kingdom,Rather not say,C,C++,,,JavaScript,,Objective-C,,,,SQL,,Male,Mac OS X,6/15/2014
20-24,2/5/2014,Philippines,Rather not say,C,C++,,Java,,,Objective-C,,,,,,Male,Windows 7,16-30
30-34,11,Poland,Rather not say,,,C#,Java,,,,,,,SQL,,Male,Windows 8,100
25-29,2/5/2014,Romania,"<$20,000",,,C#,Java,,,Objective-C,,,,SQL,,Male,Windows 8,100
30-34,11,United States,"$40,000 - $60,000",,C++,,Java,JavaScript,Node.js,,PHP,,,SQL,,Male,Linux,1/5/2014
40-50,11,United States,"$100,000 - $120,000",C,C++,,,,,,,Python,,,,Male,Windows 7,50-100
30-34,6/10/2014,France,"$40,000 - $60,000",C,,,,,,,,,,,,Male,Linux,50-100
40-50,11,United States,"$40,000 - $60,000",,,,,,,,,,,,VB,Male,Windows 7,1/5/2014
25-29,11,Germany,"$80,000 - $100,000",,,,Java,,,,PHP,,,SQL,"PL1,Cobol,JCL,REXX",Male,Windows 7,100
30-34,11,India,,,,,Java,JavaScript,,,,Python,,SQL,,Male,Fedora,100
35-39,11,Portugal,"$40,000 - $60,000",,C++,,,,,,,,,,,Male,Windows 7,50-100
35-39,6/10/2014,Netherlands,Rather not say,,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,United States,">$140,000",,,C#,,JavaScript,,,,,,,,Male,Windows 8,100
25-29,6/10/2014,United States,"$120,000 - $140,000",,,,Java,JavaScript,,,,,,,,Male,,1/5/2014
25-29,<2,United Kingdom,"$40,000 - $60,000",,,,,,,,,Python,,,,Male,Mac OS X,50-100
30-34,6/10/2014,India,"$20,000 - $40,000",,,,,,,,,Python,Ruby,,,Male,Mac OS X,100
20-24,2/5/2014,South Africa,Student / Unemployed,,C++,C#,Java,,,,,,,,,Male,Windows 8,1/5/2014
20-24,<2,Poland,Student / Unemployed,C,,,Java,,,,,,,SQL,,Male,Windows 8,100
25-29,6/10/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,PHP,,,SQL,,Male,Windows 8,31-50
20-24,6/10/2014,United Kingdom,Rather not say,,,,Java,JavaScript,,,PHP,,Ruby,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,India,,,,,,JavaScript,,,PHP,,,,,Male,Windows 7,100
25-29,2/5/2014,United States,Rather not say,,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
25-29,2/5/2014,Portugal,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
30-34,6/10/2014,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
25-29,<2,India,Rather not say,C,,,,,,,PHP,,,,,Male,Linux,1/5/2014
40-50,11,United States,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,Groovy,Male,Mac OS X,6/15/2014
30-34,11,United Kingdom,Rather not say,,,C#,,JavaScript,,,,,,SQL,"VBScript, JScript",Male,Windows 7,6/15/2014
25-29,6/10/2014,United Kingdom,"$80,000 - $100,000",,,,,JavaScript,,Objective-C,PHP,,,SQL,,Male,Mac OS X,1/5/2014
20-24,2/5/2014,United Kingdom,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
25-29,6/10/2014,Spain,"$20,000 - $40,000",,,,,JavaScript,,,,Python,,SQL,,Male,Ubuntu,16-30
20-24,<2,India,Rather not say,C,,C#,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
20-24,2/5/2014,United States,,,,,Java,JavaScript,,,,,,,,Male,Windows 7,31-50
35-39,11,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
30-34,11,United States,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,,Male,Windows XP,1/5/2014
30-34,2/5/2014,Chile,"$20,000 - $40,000",,,C#,,,,,,,,,,Male,Windows 8,1/5/2014
25-29,2/5/2014,France,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
20-24,2/5/2014,India,"<$20,000",,,,Java,JavaScript,,,,,,SQL,,Male,Ubuntu,6/15/2014
51-60,11,United States,Rather not say,,,C#,,,,,,,,,,Male,Windows 7,16-30
40-50,11,Germany,"$40,000 - $60,000",,,C#,,,,,,,,,,Male,Windows 7,31-50
30-34,2/5/2014,United States,"$40,000 - $60,000",,,C#,,,,,PHP,,Ruby,SQL,,Male,Windows 7,16-30
30-34,6/10/2014,United States,"$80,000 - $100,000",,,,,,,,,,,,VB.Net,Male,Windows 7,1/5/2014
25-29,6/10/2014,United States,"$60,000 - $80,000",,,,Java,,,,PHP,,,SQL,Delphi,Male,Windows 8,6/15/2014
< 20,2/5/2014,Switzerland,"<$20,000",,,C#,Java,,,,,,,SQL,"Bash, VBA",Male,Windows 7,16-30
25-29,<2,India,"<$20,000",C,,,,,,,,,,,,Male,Linux,6/15/2014
30-34,11,United States,"$100,000 - $120,000",,,,,,,,,Python,,,,Male,Windows 7,1/5/2014
25-29,2/5/2014,India,Rather not say,,,C#,Java,JavaScript,,Objective-C,,,,SQL,Android,Male,Windows 7,100
25-29,6/10/2014,India,Rather not say,,,,,JavaScript,,,PHP,,,,,Male,Ubuntu,100
35-39,11,Singapore,"$100,000 - $120,000",,,,,,,,,,,SQL,,Male,Windows 7,100
40-50,11,United States,"$80,000 - $100,000",,,C#,Java,JavaScript,,Objective-C,,,,SQL,,Prefer not to disclose,Windows 7,31-50
20-24,6/10/2014,India,Rather not say,,C++,,Java,JavaScript,,,,Python,,,,Male,Windows 7,100
35-39,11,Ukraine,"$40,000 - $60,000",,,,,,,,,,,,"Scala, Akka, MongoDB",Male,Ubuntu,50-100
25-29,2/5/2014,Turkey,Rather not say,C,,,,,,,,,,SQL,,Male,Ubuntu,6/15/2014
25-29,2/5/2014,Slovakia,"$20,000 - $40,000",,,,,,,,PHP,Python,,SQL,,Male,Linux,
35-39,11,Germany,"$80,000 - $100,000",,,,,,,,PHP,,,,,Male,Ubuntu,6/15/2014
20-24,<2,Russia,"$20,000 - $40,000",,,,Java,JavaScript,,,,,Ruby,SQL,Scala,Male,Mac OS X,50-100
20-24,6/10/2014,United States,Rather not say,,,C#,,JavaScript,,,PHP,,,SQL,VB.NET,Male,Windows 8,1/5/2014
< 20,2/5/2014,United States,Rather not say,,C++,,,JavaScript,Node.js,Objective-C,PHP,,Ruby,SQL,,Male,Mac OS X,
35-39,11,Russia,Rather not say,,,,,JavaScript,,,,,Ruby,,,Male,Linux,1/5/2014
40-50,11,United Kingdom,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,own js / php framework,Male,Windows 7,50-100
25-29,11,Germany,,,,,Java,JavaScript,,,,,,SQL,,Male,Linux,1/5/2014
20-24,<2,India,"$20,000 - $40,000",,,,,JavaScript,Node.js,,PHP,Python,,,,Male,Ubuntu,100
30-34,6/10/2014,Canada,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,,,SQL,,Male,Linux,100
35-39,11,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,VBScript,Male,Windows 7,100
25-29,6/10/2014,United States,"$60,000 - $80,000",,,,,JavaScript,,,PHP,,,,Go,Male,Windows 7,1/5/2014
40-50,6/10/2014,Germany,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,,,Male,Windows 7,16-30
30-34,11,United States,"$120,000 - $140,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 7,100
30-34,6/10/2014,United States,"$60,000 - $80,000",,C++,C#,Java,,,,PHP,Python,,,VBA,Female,Windows 7,6/15/2014
20-24,2/5/2014,Poland,"<$20,000",,,C#,,,,Objective-C,,,,SQL,,Male,Windows 7,100
30-34,11,Ukraine,Rather not say,,,C#,Java,,,,,,,,,Male,Windows 7,31-50
25-29,2/5/2014,Czech Republic,"$80,000 - $100,000",,,C#,,,,,,,,,Matlab,Male,Linux,6/15/2014
30-34,11,Austria,Rather not say,,C++,,,,,,,,,,,Male,Windows 7,31-50
20-24,<2,Turkey,"<$20,000",,,,Java,,,,,,,,,Male,Windows 7,50-100
20-24,<2,India,"<$20,000",,,,Java,,,,,,,,Android,Male,Windows 7,1/5/2014
25-29,6/10/2014,Belgium,Rather not say,,,,Java,,,,,,,,,Male,Windows 7,16-30
25-29,6/10/2014,Israel,"$60,000 - $80,000",C,C++,,,JavaScript,,Objective-C,PHP,,,,,Male,Mac OS X,100
35-39,11,United States,">$140,000",C,,,,,,,,,,,assembly,Male,Mac OS X,31-50
30-34,6/10/2014,United States,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,50-100
35-39,11,Spain,"$20,000 - $40,000",,,,Java,,,,,,,SQL,Delphi,Male,Windows 7,50-100
30-34,11,Israel,"$100,000 - $120,000",,,,Java,,,,,Python,,SQL,,Male,Fedora,100
20-24,2/5/2014,Ukraine,Rather not say,,C++,,,JavaScript,,,PHP,,,SQL,,Male,Windows 7,1/5/2014
20-24,11,Iran,Student / Unemployed,,,C#,,,,,,,,,Matlab,Male,Windows 8,6/15/2014
20-24,<2,United States,"$20,000 - $40,000",,,,,,,,,Python,,,VBA,Male,Windows 7,1/5/2014
30-34,6/10/2014,United Kingdom,"$60,000 - $80,000",,,,,,,,PHP,Python,,SQL,,Male,Mac OS X,31-50
35-39,11,United States,"$60,000 - $80,000",,,,,,,,PHP,,,SQL,,Female,Mac OS X,1/5/2014
35-39,11,China,"$20,000 - $40,000",,C++,,Java,,,Objective-C,PHP,Python,,SQL,,Male,Mac OS X,100
30-34,6/10/2014,United Kingdom,"$60,000 - $80,000",,,C#,,JavaScript,,,PHP,Python,,SQL,,Male,Windows XP,100
25-29,6/10/2014,Canada,"$60,000 - $80,000",,,,Java,JavaScript,Node.js,,,Python,,,,Male,Linux,6/15/2014
20-24,<2,India,Rather not say,C,C++,,,,,,PHP,,,,,Male,Windows 8,6/15/2014
20-24,2/5/2014,Indonesia,Rather not say,,,,,JavaScript,Node.js,,,,Ruby,,,Male,Ubuntu,1/5/2014
20-24,<2,Slovenia,"<$20,000",,,C#,,JavaScript,,,,,,SQL,VB Script,Male,Windows 7,6/15/2014
< 20,2/5/2014,Australia,,,,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,1/5/2014
20-24,2/5/2014,United Kingdom,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,,Male,Windows 7,100
30-34,11,Sweden,"$60,000 - $80,000",,C++,C#,,JavaScript,,,,,Ruby,,,Male,Mac OS X,50-100
25-29,2/5/2014,India,Rather not say,,,C#,,JavaScript,,,PHP,,,SQL,,Male,Windows 7,50-100
40-50,11,Australia,,,,,,JavaScript,Node.js,,,,,,Perl,Male,Mac OS X,100
40-50,11,United Kingdom,"$100,000 - $120,000",,,,Java,JavaScript,,,,Python,,SQL,,Male,Mint,100
20-24,6/10/2014,United States,"$40,000 - $60,000",,,,,,,,,,,SQL,"VB6, VB.NET",Male,Windows 7,6/15/2014
20-24,2/5/2014,Russia,"$20,000 - $40,000",,C++,C#,,,,,,,,,,Male,Linux,16-30
35-39,11,Germany,"$120,000 - $140,000",,,,Java,JavaScript,,,,,,SQL,,Male,Windows 8,1/5/2014
35-39,11,United States,"$80,000 - $100,000",,C++,C#,,JavaScript,,,,,,SQL,,Male,Windows 7,6/15/2014
30-34,11,Netherlands,"$60,000 - $80,000",,,C#,,,,,,,,SQL,,Male,Windows 7,6/15/2014
25-29,6/10/2014,Sweden,,C,,C#,Java,JavaScript,,Objective-C,,,Ruby,,,Male,Mac OS X,16-30
20-24,2/5/2014,India,"<$20,000",,,,Java,,,,,,,,,Male,Windows 7,100
35-39,11,United States,"$100,000 - $120,000",,,,Java,JavaScript,,Objective-C,,Python,Ruby,,,Male,Mac OS X,6/15/2014
30-34,11,Germany,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,,,Male,Windows 8,16-30
